#rpkm values of gene expression		
#data file name	unstressed_noCHX	unstressed_1/64x_CHX	unstressed_1/16x_CHX	unstressed_1/4x_CHX	unstressed_1x_CHX	unstressed_8x_CHX	unstressed_100x_CHX_rep1	unstressed_100x_CHX_rep2	oxidative_noCHX	oxidative_1/64x_CHX	oxidative_1/16x_CHX	oxidative_1/4x_CHX	oxidative_1x_CHX	oxidative_8x_CHX	oxidative_100x_CHX_rep1	oxidative_100x_CHX_rep2	heatshock_noCHX	heatshock_1x_CHX	complete_SD_media	SD_no_aminoacids	SD_no_aminoacids_plus_His_Met_Leu	edeine_noCHX	aurin_noCHX 
#gene id/sample#	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23
orf	unstressed_noCHX	unstressed_1/64x_CHX	unstressed_1/16x_CHX	unstressed_1/4x_CHX	unstressed_1x_CHX	unstressed_8x_CHX	unstressed_100x_CHX_rep1	unstressed_100x_CHX_rep2	oxidative_noCHX	oxidative_1/64x_CHX	oxidative_1/16x_CHX	oxidative_1/4x_CHX	oxidative_1x_CHX	oxidative_8x_CHX	oxidative_100x_CHX_rep1	oxidative_100x_CHX_rep2	heatshock_noCHX	heatshock_1x_CHX	complete_SD_media	SD_no_aminoacids	SD_no_aminoacids_plus_His_Met_Leu	edeine_noCHX	aurin_noCHX
YJL008C	167.614	176.516	145.518	142.846	131.997	135.888	149.041	158.766	212.759	232.561	209.575	199.827	165.855	158.151	198.225	219.006	102.907	46.421	137.857	93.329	174.526	138.525	151.724
YJL010C	55.719	59.324	38.138	42.101	41.635	38.373	56.611	58.012	14.914	24.655	11.263	9.594	8.898	8.859	22.576	23.544	7.799	3.046	41.013	8.492	10.306	52.252	48.362
YJL011C	46.075	57.412	55.619	57.575	45.794	46.331	74.493	79.92	31.966	37.279	33.481	24.787	34.082	27.876	57.514	61.543	22.16	15.002	43.758	24.284	25.149	58.993	59.731
YJL012C	299.194	180.683	214.627	222.424	205.343	217.717	179.612	211.533	138.274	219.301	188.316	170.338	138.27	125.109	179.832	186.555	99.228	38.911	65.455	157.288	157.025	202.006	210.503
YJL013C	4.457	5.102	7.413	7.091	5.922	6.744	4.438	5.661	16.002	16.468	21.58	18.687	13.687	13.893	11.098	12.126	7.483	8.234	6.117	10.07	10.483	4.881	6.668
YJL014W	176.377	166.229	136.287	144.583	127.357	131.885	151.121	164.328	182.369	214.721	178.279	172.643	134.071	146.333	180.829	196.446	107.608	45.72	165.404	100.693	167.473	152.87	145.155
YJL016W	3.595	4.658	5.102	8.159	3.66	6.528	3.561	4.228	40.383	73.362	102.283	103.782	64.312	60.027	39.918	27.894	35.236	36.082	7.663	46.298	64.659	4.208	5.452
YJL019W	11.848	13.392	14.913	14.506	12.115	12.557	12.688	12.311	10.584	13.501	10.986	10.662	8.416	10.622	8.808	11.261	6.437	4.02	13.052	8.283	10.233	9.669	10.055
YJL020C	45.634	53.421	57.219	63.575	56.144	63.432	56.539	52.142	138.324	162.067	176.14	134.167	135.912	166.805	161.052	169.411	99.802	83.796	62.485	164.842	169.65	55.505	53.259
YJL023C	4.368	7.304	8.572	9.536	5.45	6.232	5.294	6.157	7.783	12.63	19.82	18.846	14.298	17.965	11.417	12.4	5.135	15.155	5.455	23.17	11.031	2.495	4.58
YJL024C	43.054	27.116	63.947	73.702	43.815	49.738	37.238	44.338	101.048	77.408	108.608	96.125	92.861	75.202	73.935	76.745	46.592	54.453	45.734	118.398	70.852	48.117	66.804
YJL025W	2.63	7.157	5.486	3.212	2.921	2.117	2.965	2.321	3.064	4.268	3.07	2.069	2.483	2.104	2.546	2.442	0.987	1.886	2.994	3.604	2.565	3.532	3.291
YJL026W	394.49	280.259	249.071	263.286	295.249	313.502	331.147	414.3	954.386	796.863	853.979	912.348	731.713	840.924	1226.472	1042	600.316	395.446	427.232	296.836	500.467	304.451	334.84
YJL027C	0	0	0.521	0	0	0	0	0	0	0	1.217	0.943	0	0.369	0	0	0	0	0	0	0	0	0
YJL028W	0	0	0	1.788	0	0	0	0	0	1.742	0.817	1.9	2.172	1.982	0.547	0.365	0	1.443	0	0	0.748	0	0
YJL029C	11.761	9.77	13.942	13.181	9.578	11.274	8.22	8.713	17.335	19.438	23.287	19.5	14.208	11.651	9.671	9.337	9.388	8.915	10.564	34.513	28.089	10.772	9.976
YJL030W	21.397	21.063	24.553	26.642	20.687	21.566	20.226	21.702	55.631	66.151	45.964	53.588	43.148	41.685	41.666	61.88	41.81	36.769	24.122	90.153	63.627	20.79	27.588
YJL031C	20.578	33.132	34.342	33.982	24.07	31.543	24.349	24.306	100.045	110.224	123.678	114.448	82.204	90.371	78.811	97.125	51.735	42.71	28.032	97.146	84.923	26.414	30.701
YJL033W	58.411	50.515	44.552	46.716	47.151	46.786	73.208	76.03	5.363	10.59	2.964	1.824	2.857	4.492	20.618	22.364	1.675	0.154	43.887	12.472	1.595	57.481	43.953
YJL034W	327.145	458.61	285.554	333.421	265.928	309.506	294.699	222.817	271.209	369.372	237.822	234.948	203.813	328.069	380.757	240.679	3309.282	2437.397	293.653	44.355	206.207	298.738	181.144
YJL035C	8.896	17.346	14.163	12.063	9.697	10.27	7.356	8.216	11.395	18.259	15.36	12.821	11.774	11.463	9.29	10.94	40.607	76.682	12.302	3.987	7.298	7.816	14.785
YJL036W	17.867	23.111	29.027	28.684	20.373	23.592	24.922	20.727	111.387	100.68	131.995	119.012	79.741	89.015	79.018	93.267	55.954	40.981	25.484	162.628	78.764	24.119	23.73
YJL037W	0.312	1.713	2.585	2.935	1.606	1.023	1.58	2.073	1.966	10.725	10.399	12.48	10.994	9.763	5.836	9.131	3.471	17.18	0.537	0	1.535	0	0.251
YJL038C	0.064	0	0.59	0.754	0.471	0	0.348	0.266	1.009	1.468	2.756	1.068	1.525	0.627	0.576	2.613	1.527	0.608	0.552	3.72	0.946	1.402	0
YJL039C	29.586	23.868	26.079	28.262	27.198	28.464	20.5	21.337	25.392	28.395	24.812	21.736	21.081	18.446	19.561	19.345	10.652	6.466	26.434	29.971	28.051	26.639	25.026
YJL041W	74.572	54.209	81.27	75.423	80.345	79.041	83.216	81.36	79.399	84.025	79.076	68.79	82.764	68.253	91.854	79.94	30.924	20.54	85.403	53.109	47.001	99.94	68.581
YJL042W	12.078	16.107	18.099	21.114	17.999	19.04	13.926	14.605	44.14	41.445	55.179	54.151	44.496	41.051	36.308	31.953	27.907	32.924	13.851	46.013	29.511	11.02	13.541
YJL043W	0.319	0.731	0	0.417	0.196	0.349	0.289	0.442	0	0.61	1.717	1.109	1.014	0.694	0.67	0.766	1.269	0.505	0	0	0	0	0.214
YJL044C	15.696	32.78	18.881	19.937	17.355	16.492	14.944	16.222	23.529	33.484	25.225	22.126	17.125	17.31	17.688	16.176	16.299	10.937	18.147	25.692	27.782	12.298	19.071
YJL045W	0.457	0.546	0.823	0.39	0.658	0.261	0.432	0.743	1.044	1.139	3.206	4.721	2.556	3.045	1.144	3.147	3.317	4.529	1.198	3.462	3.325	0.218	0.479
YJL046W	6.505	6.537	10.084	10.954	8.288	7.705	7.754	5.275	16.254	24.377	25.605	24.74	18.748	17.492	14.506	18.433	11.607	7.838	6.653	13.826	13.277	7.644	8.034
YJL047C	4.547	5.069	4.827	6.775	5.865	5.28	4.569	4.049	10.237	11.002	12.388	10.094	9.988	7.656	7.174	8.54	4.226	5.049	6.191	27.228	11.626	3.879	5.161
YJL047C-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL048C	4.536	3.611	8.78	6.704	7.617	6.255	4.224	5.464	24.087	35.047	68.422	63.718	41.969	25.514	15.202	26.586	25.612	40.277	16.52	95.943	49.343	2.879	6.34
YJL049W	8.099	11.398	14.366	14.257	11.791	12.301	9.998	10.05	16.763	28.875	28.633	23.027	18.953	22.029	17.718	20.676	7.737	12.233	9.699	42.808	22.397	10.653	10.35
YJL050W	90.331	98.746	73.634	70.554	80.408	81.44	104.555	111.533	9.292	16.33	5.622	4.932	5.801	7.418	24.785	26.025	2.283	0.655	73.665	6.339	6.162	96.329	79.482
YJL051W	5.313	6.444	9.202	7.659	5.123	5.314	4.219	3.837	1.988	4.512	3.827	3.155	2.596	3.209	2.425	2.471	2.166	2.732	6.652	17.586	10.356	4.64	6.022
YJL052C-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL053W	21.031	18.941	28.583	26.238	24.861	23.531	21.844	22.283	89.389	84.995	74.003	74.174	66.37	69.387	55.476	53.049	52.638	63.541	27.432	152.224	95.21	16.61	26.603
YJL054W	25.022	41.622	30.262	27.037	25.16	24.728	24.128	27.643	39.732	52.277	47.032	39.807	36.292	31.055	38.905	39.849	15.354	8.408	22.571	14.412	19.67	25.548	25.759
YJL055W	84.528	99.574	88.527	109.792	66.371	85.753	83.22	87.712	184.981	202.348	174.448	172.228	120.239	167.37	149.201	132.343	177.867	103.045	121.88	178.758	201.402	81.23	107.963
YJL056C	4.653	4.067	5.845	4.701	5.084	4.858	4.288	4.718	3.296	5.335	5.158	3.233	3.494	3.035	4.238	3.385	11.997	3.349	10.773	4.3	4.234	6.021	3.967
YJL057C	2.373	4.656	6.939	8.348	4.85	6.179	2.42	2.505	32.55	36.277	63.723	60.38	34.817	27.519	14.676	18.986	25.308	36.318	4.977	71.386	27.903	3.093	4.692
YJL058C	5.266	6.108	9.486	8.263	6.027	5.914	7.287	7.344	9.038	16.37	11.961	7.416	8.81	9.772	10.531	10.675	5.211	4.225	5.177	18.356	9.793	6.919	5.267
YJL059W	6.968	8.739	10.404	10.109	7.257	6.995	3.571	4.364	15.963	24.807	23.106	20.561	17.889	15.774	10.765	9.546	9.361	6.045	9.321	22.18	18.48	6.619	4.859
YJL060W	41.228	28.711	50.681	45.671	42.298	42.966	31.797	32.521	145.897	96.876	131.041	134.004	110.673	108.529	111.357	85.513	77.572	69.23	81.393	1570.308	121.766	36.241	43.989
YJL061W	23.811	24.358	26.203	25.969	25.453	23.796	20.216	21.493	27.399	40.067	25.316	25.99	23.344	18.5	20.985	21.075	14.94	10.009	20.931	41.569	22.041	20.188	29.639
YJL062W	22.881	23.872	22.912	24.099	21.83	23.109	16.79	15.663	21.018	19.93	14.832	16.368	17.706	13.538	17.637	14.639	9.532	7.117	26.469	10.881	20.505	24.938	15.596
YJL062W-A	73.075	43.636	133.79	124.633	116.887	83.402	93.254	124.505	213.414	171.742	260.036	284.804	230.326	238.356	213.213	253.853	126.321	68.989	98.43	131.839	117.297	67.091	145.926
YJL063C	41.029	31.128	55.673	68.619	50.885	39.473	48.181	49.515	100.295	105.284	116.922	111.457	88.887	72.98	83.049	80.769	28.189	17.667	54.751	31.229	40.622	42.633	67.263
YJL065C	27.425	42.664	35.973	30.638	31.999	21.842	24.26	30.986	40.333	43.76	48.223	52.176	31.295	30.108	28.434	28.548	21.173	13.49	31.866	113.434	38.883	27.211	53.86
YJL066C	16.704	13.451	20.549	39.06	21.419	23.924	19.699	18.431	127.49	108.556	153.668	166.966	127.815	122.637	104.981	87.376	110.329	77.017	20.161	96.409	95.349	17.873	30.832
YJL068C	58.088	33.242	65.233	67.867	62.33	60.299	40.486	47.223	164.83	150.066	195.784	205.187	185.375	133.478	136.574	145.674	116.544	76.643	86.385	121.729	188.197	49.567	83.039
YJL069C	49.199	66.929	34.99	36.813	31.315	31.422	47.766	46.035	15.875	29.768	9.845	5.767	5.78	8.26	28.227	24.927	6.769	0.809	36.063	1.236	9.637	40.775	36.603
YJL070C	3.688	4.796	7.977	5.315	3.546	4.721	2.25	2.642	16.401	24.985	26.525	23.179	18.104	11.846	12.721	11.132	9.219	10.483	5.818	31.039	26.541	3.059	4.715
YJL071W	4.766	4.546	6.301	5.107	3.815	6.154	3.994	3.806	9.912	12.144	15.55	11.04	6.624	4.894	5.957	6.409	7.369	4.821	6.718	24.997	11.948	4.349	5.853
YJL072C	21.765	36.345	36.869	35.294	21.905	24.53	24.789	20.072	47.789	43.238	49.824	41.926	44.447	29.779	28.577	36.524	20.516	21.997	27.553	145.084	42.66	32.597	31.639
YJL073W	10.886	12.593	14.646	18.673	13.421	12.611	13.419	11.554	17.782	26.843	20.779	14.966	17.197	16.799	21.769	20.604	21.873	18.348	11.935	7.65	8.451	10.894	8.624
YJL074C	17.424	14.666	19.443	18.478	17.586	18.469	16.53	16.736	14.995	22.886	16.535	12.316	13.457	12.597	15.716	19.212	9.047	6.162	16.826	11.885	9.579	20.434	14.679
YJL076W	44.144	49.531	54.208	49.453	48.546	49.843	55.48	54.565	30.455	51.067	31.185	24.385	26.194	29.324	41.66	35.172	13.393	5.89	42.592	17.709	28.485	52.951	43.438
YJL077C	0.485	3.327	2.232	3.802	3.565	1.59	0.877	1.007	1.273	2.778	3.258	5.051	2.886	5.927	1.962	3.199	0.963	2.302	2.088	0	2.385	1.326	0.487
YJL078C	50.715	24.759	48.325	54.694	57.149	55.64	58.203	49.754	57.268	48.93	59.473	62.829	56.772	65.415	55.157	61.257	7.951	8.696	36.771	68.931	54.213	47.341	48.619
YJL079C	57.64	144.047	74.522	160.526	78.16	89.419	103.69	108.512	250.188	268.782	123.209	137.165	165.3	212.716	436.423	142.231	28.869	13.2	107.885	199.193	296.305	50.548	79.256
YJL080C	320.33	292.39	270.278	274.261	281.054	320.895	362.13	331.588	114.43	118.653	63.828	62.288	83.439	95.067	126.703	111.778	69.264	51.348	323.233	83.608	147.671	380.949	252.552
YJL081C	26.147	30.914	33.391	34.292	31.583	26.967	27.432	27.304	39.394	37.813	37.17	34.046	32.674	25.953	31.467	31.538	21.436	10.194	29.77	41.813	32.724	24.646	40.811
YJL082W	11.582	15.272	17.019	21.34	14.979	15.942	10.405	11.412	33.793	40.8	45.002	42.367	26.981	29.63	28.327	19.67	53.461	53.793	12.923	41.741	26.863	8.804	12.925
YJL083W	3.68	6.605	9.244	5.413	5.692	4.802	5.223	4.475	10.6	15.822	17.883	12.553	8.667	8.388	7.714	6.825	8.479	8.541	6.666	13.361	11.115	8.241	5.966
YJL084C	8.584	10.688	13.685	13.876	14.272	14.431	12.102	11.271	29.053	30.285	26.958	24.531	27.754	25.884	23.747	21.058	15.939	12.546	11.312	34.592	26.409	9.296	10.709
YJL085W	10.219	11.95	14.352	13.097	9.529	10.557	10.586	9.377	28.172	27.146	36.357	27.588	20.248	19.933	20.614	19.235	14.964	11.726	13.891	58.777	27.691	13.072	10.734
YJL087C	20.124	13.84	18.219	19.529	15.493	18.063	20.256	21.035	13.947	18.281	14.645	9.594	11.252	8.291	13.319	12.311	8.611	5.001	21.126	10.485	12.586	16.139	19.161
YJL088W	12.786	15.574	17.289	28.837	15.105	18.091	30.72	24.946	16.64	27.35	19.142	15.488	26.643	25.636	31.107	35.292	57.211	18.945	40.209	1047.777	1015.135	12.416	12.572
YJL089W	0.09	0.206	0.138	0.589	0.11	0.345	0.081	0.187	0.906	1.892	3.793	2.815	2.359	2.055	1.026	1.945	28.512	49.456	0.431	9.587	4.8	0.329	0.301
YJL090C	3.006	2.019	5.793	4.614	3.546	3.431	3.105	3.564	5.493	7.867	5.448	6.947	4.67	5.808	4.44	3.372	3.247	4.656	3.144	12.812	5.388	3.398	3.151
YJL091C	26.612	17.934	26.582	24.587	22.29	24.508	15.411	19.592	29.635	25.752	25.007	28.637	27.749	21.892	22.233	17.239	34.472	35.229	28.955	54.618	36.766	24.878	10.705
YJL092W	5.025	6.902	6.461	6.119	5.354	5.496	4.548	4.221	6.82	9.603	6.139	4.452	4.24	3.449	4.447	4.473	3.247	1.989	4.751	6.994	4.999	3.668	5.512
YJL093C	4.355	6.231	6.185	5.268	3.872	3.096	4.5	3.168	9.057	13.94	13.959	11.878	8.214	6.866	8.1	6.882	4.185	3.103	4.065	5.271	7.593	6.358	5.688
YJL094C	10.265	12.497	11.787	13.33	9.206	9.377	9.703	7.357	28.309	25.105	28.834	28.038	22.085	20.266	21.034	18.566	30.186	37.683	8.739	21.062	17.566	8.873	6.799
YJL095W	5.184	7.267	9.101	8.14	6.904	6.728	5.867	5.12	10.772	13.556	12.053	10.238	11.424	11.434	11.711	10.935	4.996	3.77	5.343	10.687	7.285	6.246	5.947
YJL096W	55.179	35.723	72.305	68.142	50.579	45.417	56.5	67.951	138.355	84.145	156.911	149.498	115.967	119.684	113.021	117.065	49.49	52.948	52.03	105.232	87.794	42.719	81.011
YJL097W	144.074	80.893	117.153	134.564	141.439	126.152	108.843	101.28	251.793	151.394	151.457	178.103	209.093	174.169	194.539	140.758	87.493	68.25	138.873	261.323	184.787	143.862	105.345
YJL098W	21.325	32.01	17.926	20.296	16.463	16.519	20.651	22.86	4.775	7.75	3.385	3.012	2.943	3.573	10.697	10.07	3.429	3.1	18.577	1.692	4.704	18.118	13.347
YJL099W	7.436	10.121	9.411	10.774	7.024	7.694	5.396	5.812	20.457	28.997	31.443	29.467	22.105	15.514	13.022	17.206	11.053	9.546	7.649	36.485	17.395	8.619	8.144
YJL100W	2.662	1.714	4.023	3.1	3.367	3.822	2.673	2.809	9.998	10.732	13.874	13.614	10.703	7.259	5.877	7.239	5.458	8.496	3.107	38.363	9.828	2.505	3.093
YJL101C	20.603	28.221	18.672	17.718	18.933	18.405	12.197	12.656	124.337	94.029	97.889	84.049	78.061	52.833	49.876	49.367	14.131	4.748	16.962	62.911	14.762	12.972	19.343
YJL102W	2.78	3.13	3.779	3.874	3.186	3.739	1.705	1.894	17.082	21.254	24.765	24.389	19.185	12.637	11.157	14.916	7.853	5.629	4.059	8.165	13.013	2.994	2.809
YJL103C	0.551	0.28	1.692	1.121	0.751	1.071	0.813	0.594	4.503	6.084	14.711	12.593	6.223	7.256	3.636	4.507	3.895	2.714	2.227	14.523	6.831	1.341	0.984
YJL104W	74.275	67.539	89.179	90.423	62.565	68.577	90.685	93.462	127.827	155.058	136.126	132.84	91.772	146.364	137	168.452	61.098	53.528	83.277	71.419	90.773	69.548	111.164
YJL105W	0.34	5.6	2.295	3.91	1.083	1.635	4.428	2.354	2.737	9.61	0.975	0.85	1.187	3.62	16.226	0.163	1.981	0.43	0	0.329	0	0.248	1.183
YJL106W	0	0	0.09	0.077	0	0.064	0	0	0.154	0.224	0.105	0.407	0.279	0.127	0.035	0.14	0.621	0.556	0.112	2.55	0.48	0	0
YJL107C	4.145	3.703	7.45	1.983	3.719	4.423	3.233	4.902	8.675	10.433	11.059	7.868	11.24	8.134	4.731	11.001	23.046	11.845	6.195	41.602	19.409	10.332	5.824
YJL108C	0	0	0	0.134	0.125	0	0	0	0	0	0.55	0.142	0.487	0.222	0.061	0.327	0.542	0	0	0.495	0.168	0	0
YJL109C	52.326	47.734	41.176	40.28	42.537	40.74	41.287	44.365	6.129	10.259	4.332	2.869	3.476	3.412	12.858	13.001	2.08	0.915	34.199	5.498	3.286	43.33	29.263
YJL110C	15.509	21.522	25.685	20.611	17.04	17.845	19.356	20.161	24.092	24.309	27.644	19.6	15.702	16.762	22.811	23.675	13.926	9.851	19.328	99.735	49.344	20.186	20.004
YJL111W	144.859	140.479	126.651	130.785	108.726	117.581	151.465	144.183	120.328	159.373	126.068	107.431	88.341	97.151	139.793	137.724	72.153	31.804	130.183	34.874	100.469	126.404	115.894
YJL112W	6.347	8.429	10.014	8.735	5.096	6.731	6.094	7.032	12.482	13.068	20.374	16.083	10.61	11.839	11.203	13.594	2.788	3.331	6.195	18.08	15.708	4.416	7.54
YJL115W	33.628	70.543	39.501	46.379	26.026	39.749	40.523	40.681	88.97	93.895	77.678	69.497	58.182	74.284	73.78	96.422	35.448	22.556	43.285	18.297	45.557	39.261	45.178
YJL116C	2.589	3.772	6.685	9.387	3.031	4.634	6.533	9.294	10.614	11.246	12.873	9.487	12.337	12.796	18.57	34.466	17.469	5.59	7.212	5.698	15.063	3.436	9.46
YJL117W	160.112	123.706	142.429	144.864	121.658	149.182	156.834	142.344	148.831	157.374	160.357	152.36	117.512	121.294	182.568	159.683	109.138	49.302	74.904	57.309	89.941	156.856	110.49
YJL118W	4.738	5.276	10.027	6.028	10.365	4.412	3.129	3.859	5.046	8.076	9.989	9.611	13.729	7.936	4.61	8.914	1.527	7.299	3.31	4.65	2.837	4.207	8.492
YJL121C	261.516	316.074	213.593	194.915	220.001	205.375	205.664	244.678	123.193	147.93	100.978	106.611	106.056	89.471	114.428	111.32	47.598	22.635	286.443	68.366	133.307	254.528	295.444
YJL122W	152.978	142.678	130.805	125.869	105.409	115.458	234.608	240.779	25.528	39.385	17.126	13.273	13.173	18.309	68.004	83.456	7.994	2.388	133.794	8.517	25.981	150.439	134.338
YJL123C	61.093	114.922	77.694	69.224	71.433	66.265	80.54	78.36	128.074	144.222	163.603	139.211	115.265	126.667	125.548	143.043	68.669	51.974	77.418	165.539	138.351	84.865	71.243
YJL124C	116.385	195.107	140.316	158.45	128.137	121.869	150.574	143.694	244.351	153.073	180.461	203.018	169.629	167.76	181.747	179.125	52.397	40.648	129.539	106.887	192.511	122.749	156.483
YJL125C	41.004	50.558	40.031	37.972	34.233	26.954	36.218	39.099	21.219	26.185	20.536	15.916	12.668	9.895	22.514	23.808	11.383	3.562	38.867	12.871	14.932	40.306	39.176
YJL126W	10.139	18.527	14.631	14.339	12.967	12.565	10.319	13.474	31.091	29.937	34.411	33.927	30.272	21.291	24.279	25.174	15.571	12.815	9.249	27.176	27.418	13.341	12.417
YJL127C	6.274	9.185	10.056	8.719	7.236	7.422	7.085	6.908	11.16	11.953	13.967	9.185	9.372	10.008	10.231	10.67	6.882	5.792	6.102	11.141	7.262	8.615	9.96
YJL127C-B	5.47	8.347	41.986	52.449	22.358	7.977	6.601	7.578	41.507	48.779	78.464	106.423	23.166	21.806	29.533	14.588	28.996	11.547	12.219	70.612	23.933	0	4.885
YJL128C	24.519	29.956	38.97	34.372	29.261	31.404	28.352	26.453	60.059	73.302	68.174	56.758	55.278	45.814	51.608	55.56	35.136	21.256	27.49	77.555	49.795	30.47	24.634
YJL129C	4.76	4.777	6.683	6.433	5.046	4.826	4.426	4.378	4.621	7.635	5.132	6.464	4.83	3.922	4.919	4.986	4.109	2.644	4.31	5.773	4.011	4.244	5.312
YJL130C	325.591	171.74	258.623	263.539	298.47	316.148	273.28	258.379	46.364	51.837	33.116	31.081	38.728	38.242	79.155	45.062	36.586	23.504	231.28	167.017	49.321	253.47	179
YJL131C	6.462	6.593	11.735	10.864	7.2	10.784	8.824	9.209	32.302	32.603	41.915	39.415	30.44	33.244	25.588	27.567	9.103	16.137	10.713	37.542	27.448	10.108	9.498
YJL132W	1.899	2.516	3.835	3.724	3.247	3.06	1.658	1.8	7.525	8.402	15.32	13.957	13.014	9.344	5.755	6.276	5.562	11.866	3.062	15.964	9.756	2.188	2.142
YJL133C-A	112.447	70.915	342.184	439.977	197.345	222.136	122.027	84.052	662.333	588.752	1055.497	1145.756	835.126	1147.119	963.389	862.081	1514.579	1547.843	889.031	1483.139	1272.236	135.058	184.45
YJL133W	14.555	23.895	21.889	22.472	15.455	14.342	16.669	16.402	23.965	25.301	24.425	22.469	21.432	13.564	20.545	20.474	10.798	8.869	15.479	46.222	18.59	14.868	20.635
YJL134W	30.558	30.071	36.537	36.596	31.519	29.987	24.182	24.399	32.591	33.109	25.605	28.444	29.332	19.251	26.043	25.745	12.616	4.522	37.642	36.407	44.516	36.829	26.015
YJL136C	1311.611	744.859	1125.75	1095.958	1326.844	853.013	1007.692	1156.836	425.026	258.675	165.564	181.267	281.906	137.425	276.697	320.254	187.707	86.578	1207.587	201.797	394.191	1653.867	1577.314
YJL137C	7.116	7.082	13.775	12.002	6.577	10.829	6.597	8.002	17.429	22.075	32.364	27.52	17.036	18.278	15.098	20.218	12.848	9.145	12.245	50.429	30.63	6.023	10.5
YJL139C	7.22	6.638	9.461	11.257	7.89	9.417	8.038	9.102	17.06	15.933	18.038	15.743	12.81	11.922	13.918	14.937	12.731	12.053	8.503	14.478	12.193	5.292	6.313
YJL140W	73.677	78.308	107.083	95.18	83.204	79.2	90.022	85.705	119.982	133.657	150.973	109.35	83.313	106.006	99.882	107.208	65.488	42.73	105.904	115.01	126.297	96.418	102.093
YJL141C	6.326	5.933	14.07	13.799	9.536	11.897	6.591	6.156	38.745	34.144	88.643	79.381	47.492	39.254	19.855	21.666	18.771	39.135	15.6	146.997	65.467	9.123	9.611
YJL143W	126.688	173.736	98.124	136.18	100.773	100.804	112.082	119.381	189.126	197.391	167.82	155.447	152.271	152.324	143.622	149.082	118.739	47.888	133.317	56.635	129.217	84.354	171.24
YJL144W	2.835	0	17.667	23.552	4.295	8.756	2.717	4.159	59.58	97.526	283.504	242.674	104.101	147.421	49.227	49.24	633.904	627.401	13.413	501.388	110.007	1.826	8.043
YJL145W	91.4	100.376	90.042	122.202	89.064	95.025	108.317	101.947	183.338	109.986	125.563	111.41	102.947	127.983	146.911	119.512	59.204	43.393	84.1	72.973	51.265	99.528	117.484
YJL146W	11.606	16.917	17.397	16.106	14.198	17.244	12.982	14.05	23.511	31.699	27.682	29.9	22.693	20.624	18.031	17.411	17.847	13.781	19.183	68.375	37.726	15.884	15.62
YJL147C	4.239	7.511	11.178	7.509	3.647	5.945	4.331	4.12	8.979	10.974	12.688	13.254	9.935	6.913	6.583	7.302	7.882	4.871	4.811	27.801	11.946	4.491	7.418
YJL148W	180.535	172.609	174.2	152.807	156.895	148.342	221.247	219.582	35.36	50.539	18.584	13.41	18.731	20.011	77.4	69.914	13.262	1.132	168.86	17.301	13.487	248.479	168.996
YJL149W	8.68	27.33	16.584	20.816	13.666	13.868	10.909	9.649	47.841	44.33	34.867	33.108	32.509	29.734	31.654	24.52	27.729	30.787	7.458	43.489	19.777	9.96	9.597
YJL151C	179.877	101.103	187.02	233.343	221.46	197.523	191.499	208.739	617.215	359.407	588.891	669.278	528.397	441.495	399.608	437.762	535.316	368.833	245.204	986.35	481.585	195.005	260.051
YJL153C	0.668	0.328	1.539	1.217	0.966	0.862	0.864	1.091	1.881	0.821	2.954	3.086	1.934	1.791	2.492	1.891	14.047	14.288	22.834	39.872	18.802	0.784	1.439
YJL154C	25.211	26.829	32.244	30.446	26.142	27.962	19.437	21.251	54.86	58.326	60.935	57.121	47.726	35.964	34.734	33.075	31.067	26.777	26.172	71.022	44.207	23.829	25.712
YJL155C	7.433	9.388	13.38	13.071	7.754	10.654	6.238	6.629	72.194	57.475	86.563	85.97	56.046	48.678	32.242	37.737	33.064	25.974	11.78	97.618	53.554	9.979	12.132
YJL156C	11.313	13.05	14.863	13.081	12.202	13.354	11.716	11.848	17.142	28.985	25.654	22.35	16.658	16.666	14.811	14.546	10.55	8.175	14.11	35.933	28.505	11.582	12.105
YJL157C	24.439	19.962	24.223	19.456	19.514	19.716	11.528	23.354	6.612	10.309	11.527	6.372	5.64	5.278	7.389	10.107	2.74	0.427	40.543	74.209	36.953	20.672	29.808
YJL158C	1214.28	920.849	920.749	952.089	1032.279	1074.023	1183.899	1374.433	1217.999	654.725	392.387	399.857	659.419	469.031	716.855	778.466	384.234	169.734	1383.344	401.275	1049.349	1216.82	1421.525
YJL159W	1099.44	423.903	674.903	765.981	852.826	820.199	954.632	951.787	2041.053	1113.893	1321.688	1466.184	1752.956	1638.633	1764.616	1880.661	5631.324	3482.405	1018.742	4050.751	2241.84	1057.845	906.252
YJL160C	0.751	0	1.297	0.921	0.345	0.77	0.765	1.17	1.356	1.614	2.272	3.522	2.907	2.756	2.112	3.042	1.866	1.783	0.674	15.677	12.244	1.028	1.132
