#rpkm values of gene expression		
#data file name	unstressed_noCHX	unstressed_1/64x_CHX	unstressed_1/16x_CHX	unstressed_1/4x_CHX	unstressed_1x_CHX	unstressed_8x_CHX	unstressed_100x_CHX_rep1	unstressed_100x_CHX_rep2	oxidative_noCHX	oxidative_1/64x_CHX	oxidative_1/16x_CHX	oxidative_1/4x_CHX	oxidative_1x_CHX	oxidative_8x_CHX	oxidative_100x_CHX_rep1	oxidative_100x_CHX_rep2	heatshock_noCHX	heatshock_1x_CHX	complete_SD_media	SD_no_aminoacids	SD_no_aminoacids_plus_His_Met_Leu	edeine_noCHX	aurin_noCHX 
#gene id/sample#	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23
orf	unstressed_noCHX	unstressed_1/64x_CHX	unstressed_1/16x_CHX	unstressed_1/4x_CHX	unstressed_1x_CHX	unstressed_8x_CHX	unstressed_100x_CHX_rep1	unstressed_100x_CHX_rep2	oxidative_noCHX	oxidative_1/64x_CHX	oxidative_1/16x_CHX	oxidative_1/4x_CHX	oxidative_1x_CHX	oxidative_8x_CHX	oxidative_100x_CHX_rep1	oxidative_100x_CHX_rep2	heatshock_noCHX	heatshock_1x_CHX	complete_SD_media	SD_no_aminoacids	SD_no_aminoacids_plus_His_Met_Leu	edeine_noCHX	aurin_noCHX
YJL161W	1.619	0	6.71	7.303	3.276	3.453	1.905	2.355	95.889	64.038	178.522	187.295	124.957	99.533	61.185	71.304	48.915	61.514	8.37	105.799	72.514	1.773	6.506
YJL162C	6.75	8.049	9.197	8.6	8.704	6.837	9.351	9.337	5.359	10.453	10.509	7.149	8.274	6.018	10.391	9.639	3.107	2.681	7.606	9.457	5.022	4.278	6.717
YJL163C	2.676	2.199	4.424	7.715	3.029	3.377	1.739	1.568	31.897	33.3	50.068	47.481	34.868	29.463	17.081	15.809	7.092	11.948	4.532	53.139	45.477	2.253	2.757
YJL164C	12.029	9.453	22.644	27.129	17.243	18.928	10.739	10.217	229.1	183.021	243.493	217.005	177.099	203.232	131.372	151.449	47.955	54.178	27.019	119.005	104.224	11.125	19.495
YJL165C	16.417	15.564	20.141	20.574	17.318	17.973	16.648	16.274	34.462	38.149	55.491	47.491	33.09	33.599	26.227	28.353	65.042	67.492	19.614	104.237	56.284	19.726	13.371
YJL166W	123.851	26.62	242.81	166.508	151.88	165.356	189.811	207.029	276.456	255.573	593.268	598.802	383.263	453.921	378.842	461.989	656.556	830.411	297.286	1849.42	991.281	176.144	187.722
YJL167W	349.295	154.057	239.196	281.169	310.186	302.424	276.145	275.991	401.701	276.522	192.488	220.428	308.924	265.868	349.933	265.66	194.443	94.127	464.701	262.283	431.964	342.254	312.696
YJL168C	20.419	25.069	30.091	25.361	21.777	26.532	28.254	25.843	18.506	30.513	20.831	17.212	14.956	18.139	22.965	19.122	24.145	11.992	29.202	18.829	24.435	28.764	23.788
YJL170C	6.292	0	4.674	6.635	4.231	4.44	1.592	5.202	7.464	10.085	21.109	13.822	9.026	8.827	4.384	7.633	7.532	10.926	22.153	91.38	39.963	3.704	4.622
YJL171C	110.43	73.126	78.108	87.411	88.266	93.069	108.576	105.181	217.471	142.825	149.928	159.501	162.709	137.969	161.191	179.004	388.615	285.995	109.695	147.017	228.273	76.651	77.929
YJL172W	130.72	88.167	126.569	174.464	135.393	147.234	125	124.906	228.628	174.438	189.934	206.786	204.059	206.45	204.449	208.975	387.741	307.01	195.503	375.487	432.98	119.155	79.163
YJL173C	112.369	117.167	190.932	199.221	126.521	163.583	162.39	156.508	265.759	221.618	286.826	328.452	236.907	284.35	254.304	374.998	142.032	64.581	159.275	251.671	146.977	150.33	194.457
YJL174W	139.061	134.738	127.644	143.352	141.84	122.164	129.904	116.919	287.075	188.978	223.763	233.348	209.65	185.116	191.93	173.318	200.874	164.026	151.319	202.322	195.095	123.53	123.206
YJL176C	24.352	34.17	32.224	25.434	26.294	27.905	30.925	30.928	25.706	37.691	36.096	28.29	28.451	26.903	28.848	34.783	14.628	9.311	33.046	42.704	37.038	35.827	22.118
YJL177W	564.803	365.834	471.122	472.672	582.745	516.139	572.044	622.809	146.561	96.686	50.024	50.928	78.855	53.466	123.114	135.821	33.212	12.727	544.615	61.805	146.634	690.302	652.734
YJL178C	68.408	71.532	72.655	65.81	66.51	61.951	65.452	62.963	84.849	72.351	69.236	79.134	67.291	67.953	77.785	77.535	55.751	39.487	71.491	118.554	90.224	59.769	71.85
YJL179W	99.464	64.235	115.603	122.311	88.899	121.238	147.312	139.957	130.226	116.192	105.67	102.049	90.626	94.583	138.892	134.345	52.066	35.544	124.487	210.57	120.483	133.146	138.463
YJL180C	14.988	12.34	21.255	22.909	15.024	14.071	15.894	18.162	40.55	45.89	57.999	48.698	38.529	36.766	36.899	46.172	11.691	10.087	17.244	26.691	35.783	14.756	20.023
YJL181W	3.511	5.106	8.562	6.644	6.003	5.219	3.552	4.378	9.007	14.447	10.556	9.301	9.645	8.556	6.283	5.85	1.807	2.158	4.568	28.198	8.337	4.749	5.811
YJL183W	61.653	59.821	71.907	63.892	63.306	56.463	49.416	49.273	45.443	63.306	46.696	39.645	36.684	27.814	40.632	38.581	22.927	9.033	62.201	32.965	38.351	52.393	44.5
YJL184W	57.081	61.559	70.43	76.534	53.348	54.07	71.112	76.158	78.26	75.577	60.987	73.1	54.648	77.398	87.313	87.969	35.64	21.29	65.128	145.508	65.54	82.275	78.408
YJL185C	3.118	2.519	10.77	8.993	8.097	5.266	2.158	2.763	23.005	23.133	37.246	31.735	24.033	17.499	17.248	14.859	10.209	6.534	6.19	39.29	27.762	4.519	4.791
YJL186W	73.98	48.328	61.048	63.681	75.686	68.71	69.128	69.4	61.469	44.802	47.265	46.353	50.196	46.262	58.047	57.985	18.882	14.15	88.917	72.424	84.692	66.893	35.31
YJL187C	5.257	8.764	7.628	7.51	7.322	7.229	5.473	5.241	11.255	17.421	9.236	8.235	10.57	7.533	10.009	7.294	1.087	1.588	6.633	10.371	7.329	7.486	7.633
YJL189W	6219.715	2816.921	8396.057	7185.731	8101.332	6326.023	6761.654	6044.605	2256.756	1321.128	1273.077	1133.198	2017.195	1259.242	1453.774	2088.642	634.876	583.62	7106.481	1378.292	1803.865	10775.818	10134.2
YJL190C	2666.985	1173.185	2739.293	2255.803	2605.882	2680.812	3615.117	3538.797	318.248	324.141	191.574	154.09	226.831	147.694	401.09	541.392	108.989	37.202	2470.062	211.505	585.533	3427.627	3385.163
YJL192C	112.312	86.284	141.944	130.196	112.727	107.35	100.312	86.584	157.552	118.245	144.11	135.166	122.562	129.91	146.565	106.557	56.554	45.606	118.484	133.419	114.071	105.777	115.281
YJL193W	13.483	8.437	17.274	15.854	12.49	13.686	13.169	11.288	9.003	14.088	13.393	10.65	9.398	6.96	9.311	9.08	5.913	4.3	12.537	18.314	9.868	15.931	7.666
YJL194W	12.159	21.857	15.232	12.486	11.801	11.913	10.983	12.195	12.41	25.946	12.173	10.886	11.019	9.003	10.114	13.549	22.343	7.323	13.785	35.392	20.319	16.608	16.589
YJL196C	109.852	79.221	125.694	134.917	129.539	124.578	92.803	88.827	196.857	178.177	180.618	187.905	219.462	159.36	144.256	154.472	94.471	117.361	157.147	251.318	189.429	135.269	107.082
YJL197W	16.926	19.484	14.735	15.774	14.685	14.35	14.717	15.411	16.473	21.426	15.526	11.34	11.235	9.861	13.805	13.292	7.624	4.182	15.315	4.547	9.295	13.712	15.256
YJL198W	32.758	36.558	26.724	28.949	26.321	25.556	28.936	27.131	7.806	12.919	6.591	4.345	7.65	6.248	11.28	10.108	3.472	0.803	28.196	19.022	16.222	31.458	25.073
YJL200C	53.264	20.176	39.068	19.704	41.143	34.986	33.769	40.999	6.307	17.206	10.877	8.496	8.129	5.771	20.413	24.267	2.01	0.75	45.235	52.306	79.154	40.472	42.151
YJL201W	13.984	17.381	25.161	17.044	16.218	17.787	11.722	12.843	22.107	29.747	23.147	20.138	19.698	14.172	12.869	13.518	9.728	10.419	11.935	51.464	20.973	16.859	15.427
YJL203W	15.829	25.85	27.784	22.528	17.399	19.953	20.617	19.155	33.34	39.841	41.278	34.004	24.835	29.436	32.398	33.015	17.269	11.461	22.317	53.969	43.473	19.023	24.631
YJL204C	12.52	15.65	17.517	16.138	14.046	13.596	12.885	14.177	19.125	25.283	22.211	20.299	17.628	18.391	19.949	19.324	13.768	15.745	13.219	44.705	22.728	12.963	11.597
YJL205C	47.165	34.094	74.951	78.985	55.81	41.632	43.438	37.83	98.536	120.179	164.699	167.898	137.996	122.355	70.989	101.298	28.512	86.469	66.549	60.088	71.959	48.321	68.725
YJL206C	2.405	3.393	3.49	4.006	2.606	2	2.206	2.396	4.976	5.666	6.025	6.18	5.415	3.922	4.536	4.507	5.108	4.225	2.129	18.18	6.973	2.886	2.251
YJL207C	12.057	7.87	11.139	10.742	9.608	10.37	7.959	8.21	9.95	10.512	9.636	8.273	8.248	6.728	7.49	7.181	4.748	2.808	9.84	22.074	11.549	10.104	7.102
YJL208C	30.821	24.9	38.039	33.347	27.421	23.267	31.141	31.397	17.462	23.098	9.97	9.575	14.398	9.199	23.421	18.858	11.213	2.679	26.616	4.681	10.313	26.909	40.478
YJL209W	3.038	4.753	6.199	4.299	2.829	2.713	2.332	3.356	4.798	6.834	6.723	5.852	4.031	2.697	3.633	3.877	3.822	1.826	2.927	8.656	4.353	2.105	3.786
YJL210W	10.066	8.254	14.992	13.948	10.133	7.23	7.071	7.181	25.783	39.047	48.223	47.397	23.623	22.542	18.207	17.31	9.955	15.7	17.549	38.548	20.461	7.677	13.686
YJL212C	35.077	45.393	25.634	26.603	27.702	25.117	28.87	25.821	27.274	21.093	19.708	17.94	15.005	13.221	19.052	14.295	2.851	2.222	49.616	207.4	13.967	32.945	17.981
YJL213W	0.08	0	0.184	0.157	0	0.131	0.072	0.083	0.315	0	0.215	0.334	0	0.522	0.072	0.576	0	7.984	0	0	0	0	0.161
YJL214W	0.445	0.918	0.513	1.747	0.819	0.877	0.685	0.694	1.463	2.809	2.157	2.786	4.881	4.068	1.483	2.085	1.24	3.385	0.448	1.294	0.877	0.732	0.269
YJL216C	0.022	0	0	0	0.16	0	0.039	0	0.057	0	0	0.272	0	0.071	0.039	0.052	0	0	0	0.316	0	0	0
YJL217W	201.216	219.976	225.955	292.353	242.065	177.077	204.387	162.222	370.69	326.761	175.814	198.228	246.825	242.151	216.591	189.632	270.782	171.345	73.981	93.256	191.419	229.088	333.435
YJL218W	9.786	7.021	17.49	20.912	17.463	16.055	14.541	11.23	44.696	37.681	31.428	31.057	42.452	46.688	33.648	31.553	40.649	17.344	9.649	30.758	22.647	15.193	24.946
YJR001W	39.151	49.852	42.809	42.14	33.037	35.387	32.815	31.916	71.757	86.366	92.664	89.926	62.183	61.661	63.592	61.846	23.19	12.358	47.85	82.884	108.959	43.879	29.427
YJR002W	62.227	136.732	48.307	51.68	43.135	46.307	74.053	77.04	12.264	25.177	8.601	6.044	6.095	9.457	26.282	30.549	5.594	0.81	39.923	7.74	9.969	49.251	42.922
YJR003C	19.156	32.382	20.926	17.052	16.806	15.956	17.072	19.343	7.935	12.391	10.966	7.987	10.064	8.331	13.968	12.498	7.616	7.699	16.86	11.771	7.254	18.017	16.68
YJR004C	0.155	0.797	0.267	0.152	0.071	0.127	0.21	0.362	0.508	1.553	1.978	1.694	2.305	1.641	0.836	1.254	0.462	1.287	3.78	4.216	1.048	0	0.156
YJR005C-A	1.379	132.588	20.87	125.974	10.872	29.737	21.755	15.558	686.23	666.407	319.011	257.104	469.374	973.574	810.242	466.766	305.49	290.101	0.566	2.861	1.94	4.314	10.293
YJR005W	14.035	17.456	21.519	19.311	15.016	16.741	12.67	14.211	52.761	53.163	45.55	41.871	36.849	30.655	32.638	30.294	14.947	12.755	14.912	57.198	24.585	14.113	18.058
YJR006W	12.802	12.637	16.951	14.334	15.184	11.3	10.564	10.653	31.626	45.816	33.091	31.675	23.423	24.695	21.622	19.877	19.44	10.988	14.12	19.853	21.869	13.24	13.311
YJR007W	336.614	302.128	252.077	256.463	249.748	261.155	312.672	339.2	272.28	213.893	180.82	169.493	171.9	177.23	239.059	242.687	130.842	76.068	326.922	225.558	251.869	315.051	320.914
YJR008W	1.877	3.759	5.943	4.602	2.733	2.694	1.557	1.463	35.95	33.178	78.881	71.896	40.244	44.768	16.187	18.021	30.471	45.69	9.884	129.481	88.733	0.856	2.514
YJR010C-A	78.11	39.93	111.586	117.848	83.427	93.49	84.205	85.792	102.335	64.449	137.63	142.226	86.811	88.508	95.234	107.006	46.236	46.032	109.116	115.413	140.249	106.111	104.376
YJR010W	13.484	2.744	7.935	4.898	8.635	6.473	5.334	6.901	34.763	14.888	22.835	27.484	14.396	14.905	19.235	15.104	9.332	8.302	170.483	2497.933	18.191	11.21	10.436
YJR011C	8.468	7.897	14.444	14.148	8.846	12.006	10.313	10.645	13.455	15.583	18.277	18.306	10.958	12.787	14.299	13.801	33.251	46.179	11.711	33.402	16.724	8.012	7.982
YJR012C	11.085	16.917	20.486	20.669	14.098	13.697	18.209	16.638	10.785	24.323	24.295	27.674	21.193	29.463	21.307	24.146	9.25	31.853	15.331	31.802	15.495	9.74	11.275
YJR013W	21.895	12.4	21.534	22.895	20.285	18.41	16.052	11.928	21.599	26.99	29.315	28.233	26.119	17.88	21.299	20.821	11.282	11.334	25.656	35.124	26.825	14.829	11.533
YJR014W	185.705	228.894	178.106	201.789	174.648	177.077	235.601	214.547	258.687	198.538	168.051	159.425	189.072	215.559	238.406	246.262	137.686	112.402	195.002	339.493	244.69	223.558	214.268
YJR015W	84.975	61.516	74.564	73.715	79.904	76.851	63.866	66.871	115.353	98.696	97.589	102.343	102.177	87.249	95.565	91.596	44.967	40.173	83.731	100.664	95.088	89.043	56.313
YJR016C	464.3	213.859	297.822	146.511	296.45	269.944	241.818	322.057	39.539	69.184	32.691	29.665	29.987	22.432	50.562	50.718	25.107	9.656	361.778	570.706	313.512	344.54	431.002
YJR017C	83.521	146.667	136.356	129.759	108.918	111.39	94.454	97.067	145.958	180.185	169.538	142.259	146.031	111.294	135.634	118.581	100.104	32.166	108.229	122.31	120.945	100.767	133.983
YJR019C	8.304	7.776	11.821	13.474	11.247	10.403	5.534	7.216	32.421	29.429	38.984	36.037	29.854	24.13	19.972	19.026	29.113	19.721	12.359	67.425	52.022	7.026	18.657
YJR021C	2.588	4.662	8.208	8.656	5.308	3.899	4.148	4.585	11.258	10.218	20.773	14.154	8.694	10.934	8.325	6.417	8.098	10.078	5.241	47.454	16.919	3.252	3.411
YJR022W	18.084	21.412	46.672	43.42	26.383	27.624	26.245	24.946	47.504	58.99	55.351	64.999	44.57	36.613	38.441	47.526	48.347	31.101	28.211	120.002	41.44	30.726	19.422
YJR024C	50.595	58.166	56.696	54.934	51.104	41.875	45.793	46.234	66.748	75.106	79.586	71.335	55.964	51.388	57.32	50.829	29.186	17.166	51.253	23.783	35.579	59.973	60.591
YJR025C	56.759	54.467	51.751	72.922	61.702	59.642	59.673	54.941	182.3	132.626	146.668	163.622	167.309	144.176	144.387	172.339	180.666	204.852	131.47	543.564	385.542	41.613	68.067
YJR030C	7.212	5.298	9.733	8.355	7.096	8.255	6.558	6.378	6.212	9.615	7.939	5.874	5.114	4.431	3.834	3.744	8.668	7.807	7.419	21.435	8.09	7.529	8.29
YJR031C	12.92	15.871	15.966	14.008	11.763	12.658	10.176	10.057	7.28	11.755	7.618	6.774	5.506	5.186	7.569	5.86	3.109	1.898	12.777	12.114	9.922	12.748	10.37
YJR032W	40.529	39.598	46.705	37.569	36.453	44.692	49.551	44.764	29.162	34.958	29.771	27.496	24.159	25.51	38.113	40.012	26.879	25.186	46.166	33.691	32.136	44.268	42.884
YJR033C	6.551	7.188	8.228	10.477	8.332	7.431	5.178	5.738	18.084	18.105	19.804	19.637	17.369	13.067	12.586	13.233	7.82	6.257	7.801	30.664	14.035	5.631	7.397
YJR034W	30.644	45.559	58.201	45.234	41.26	44.057	54.9	46.941	124.478	103.238	162.3	179.793	111.393	124.686	123.67	133.466	47.73	31.512	63.973	126.177	94.083	32.862	55.228
YJR035W	3.804	4.99	5.02	4.855	3.175	3.837	3.597	3.634	8.232	9.894	12.888	10.273	7.574	7.592	7.643	6.705	8.397	6.04	4.566	21.273	9.781	2.735	3.285
YJR036C	0.473	0.764	1.217	0.982	0.563	0.821	0.428	0.549	2.812	3.985	3.74	4.695	2.981	3.537	1.426	0.901	1.216	2.774	0.998	18.779	5.954	0.304	1.006
YJR039W	1.877	1.96	2.781	2.326	2.1	2.017	1.312	1.3	5.681	8.56	7.087	6.866	5.127	4.834	3.458	3.689	3.754	4.172	2.271	9.248	5.999	1.322	2.603
YJR040W	17.496	14.29	18.284	21.601	14.84	17.228	14.43	13.007	34.017	35.057	32.12	31.635	30.052	28.561	27.053	28.203	23.294	17.792	19.863	34.408	30.337	17.527	11.708
YJR041C	27.387	31.345	23.338	22.423	22.724	21.951	23.158	25.846	6.545	9.603	3.999	2.488	4.39	3.995	11.626	12.691	1.831	0.497	21.05	4.866	2.731	22.238	19.27
YJR042W	28.618	29.756	33.803	31.294	32.191	27.775	27.149	27.991	33.352	42.558	35.416	31.09	30.409	26.678	29.835	30.115	13.088	10.849	25.905	49.271	28.439	27.584	29.428
YJR043C	18.85	12.919	23.394	20.811	19.379	16.914	17.572	16.42	25.203	20.708	25.098	20.864	15.956	16.936	19.367	21.856	11.668	4.289	19.561	21.311	16.669	19.363	30.091
YJR044C	80.261	76.234	97.145	92.32	81.273	74.674	66.113	61.595	297.146	183.294	314.119	324.916	265.535	224.5	239.761	172.674	117.404	67.494	95.659	396.62	308.198	86.301	70.936
YJR045C	863.408	584.889	703.18	816.267	874.599	908.577	835.935	817.021	1265.813	1040.084	1068.396	1101.799	1181.033	1315.379	1422.761	1180.987	2959.48	1864.631	771.311	275.042	781.725	724.801	733.722
YJR046W	12.942	16.368	18.874	16.813	17.153	17.837	10.521	11.123	14.664	33.802	29.918	19.788	15.143	9.548	15.278	13.751	63.01	34.163	11.23	8.199	7.307	13.965	17.729
YJR048W	50.044	17.129	66.059	23.851	45.31	47.063	38.945	77.43	266.594	187.694	448.68	555.744	465.015	201.37	118.409	931.431	32.231	22.215	242.256	99.625	158.086	73.401	80.196
YJR049C	19.862	26.058	26.216	28.829	21.559	26.873	22.65	22.509	46.621	57.829	49.482	43.458	43.028	39.717	42.318	37.357	40.868	26.922	24.006	118.594	41.85	20.248	27.218
YJR050W	15.039	27.539	29.335	24.985	16.055	23.028	25.301	22.918	28.195	45.306	52.347	41.801	26.696	39.435	31.419	40.487	29.075	15.687	19.48	131.048	47.319	25.83	19.909
YJR051W	28.64	29.072	28.542	32.013	27.772	25.439	22.99	21.835	56.607	67.256	55.562	57.843	42.652	43.506	49.389	38.383	27.174	27.134	26.664	44.447	31.509	24.573	20.088
YJR052W	9.245	13.56	12.298	11.883	8.503	9.866	12.267	11.284	25.109	28.301	30.418	25.634	19.138	22.982	21.566	25.476	25.515	21.956	12.375	74.954	26.177	11.056	10.37
YJR053W	7.811	8.183	10.366	9.781	7.712	6.734	10.106	10.18	5.912	8.096	6.41	6.348	5.572	5.542	7.347	7.415	4.562	5.241	8.873	15.062	12.817	10.389	8.07
YJR054W	5.376	3.179	5.687	5.045	4.542	3.46	4.842	5.238	3.243	2.949	5.397	3.325	2.574	1.594	3.241	5.248	4.295	1.711	6.723	6.351	4.052	4.506	3.928
YJR055W	20.879	17.455	30.939	25.995	19.036	15.191	29.414	27.919	23.845	26.021	21.487	19.302	18.599	17.173	32.023	38.568	11.549	6.899	23.727	58.009	18.321	26.837	27.726
YJR056C	20.775	31.434	23.515	24.402	16.408	17.331	27.833	24.147	20.348	42.392	28.728	23	16.778	25.842	25.666	23.525	76.531	56.308	23.767	16.194	30.043	19.92	21.462
YJR057W	27.332	36.645	41.961	39.313	25.617	28.827	27.33	29.887	39.829	41.039	50.411	52.908	30.698	33.113	31.975	43.27	25.873	19.783	31.776	40.64	24.345	37.765	41.321
YJR058C	28.56	47.243	49.928	56.018	41.415	39.333	32.265	36.174	80.772	78.881	104.295	103.867	73.01	56.099	64.348	57.047	58.019	50.501	37.125	66.61	44.126	29.674	44.822
YJR059W	16.795	16.924	31.039	26.616	23.842	26.806	17.211	15.175	64.258	70.994	105.243	92.985	72.632	67.336	45.287	41.155	51.896	43.212	24.339	80.645	75.634	22.82	18.586
YJR060W	73.401	87.573	81.882	73.86	71.753	74.705	78.283	69.058	83.745	101.495	100.279	84.601	79.171	92.245	94.913	99.125	84.702	45.964	71.427	246.764	109.484	94.867	76.874
YJR061W	1.059	1.091	1.83	2.078	1.12	1.477	0.863	1.046	1.322	1.822	3.134	1.877	1.767	1.684	1.144	1.43	2.211	2.264	1.635	3.654	2.281	1.45	1.65
YJR062C	9.738	26.286	14.648	17.003	11.286	9.789	8.152	10.82	44.137	62.93	47.844	47.29	30.174	29.102	21.579	24.321	29.989	27.54	12.126	80.526	33.666	8.629	14.93
YJR063W	156.196	180.69	141.385	145.211	146.625	103.69	183.75	220.059	58.953	60.636	23.591	31.19	38.718	32.395	91.464	95.359	38.974	3.676	150.043	5.62	31.11	162.41	163.281
YJR064W	181.518	178.826	149.037	154.113	155.16	155.716	170.909	190.483	165.023	221.224	169.583	150.345	137.52	148.019	187.759	206.049	82.72	31.512	165.929	45.227	112.633	176.415	187.904
YJR065C	117.897	128.83	140.177	150.222	130.015	127.634	116.834	120.952	334.256	359.171	345.968	317.295	293.866	284.066	303.163	253.254	207.114	156.147	137.845	179.143	282.829	108.36	127.04
YJR066W	6.654	5.926	6.662	6.347	6.079	6.677	4.358	5.095	7.831	10.682	8.282	7.38	6.401	5.518	5.701	5.132	4.874	3.121	6.084	11.323	10.596	6.335	5.084
YJR067C	29.807	30.213	39.007	36.675	25.897	33.565	38.626	32.914	37.56	29.007	30.176	27.056	20.963	28.701	40.78	41.451	20.991	9.404	34.12	23.962	25.988	34.925	30.5
YJR068W	43.2	35.835	49.441	44.157	43.743	42.073	37.244	37.954	42.003	55.132	43.711	35.277	35.165	28.692	39.245	33.372	25.193	6.728	46.679	24.36	32.108	48.566	49.881
YJR069C	184.292	180.439	135.728	145.783	155.147	137.902	198.796	219.47	144.524	125.672	110.112	95.933	108.253	112.459	143.964	151.581	81.382	37.925	204.734	246.678	168.643	174.846	184.94
YJR070C	384.991	286.058	262.203	249.916	301.391	266.269	440.086	519.309	41.623	64.153	17.136	14.133	19.459	19.049	101.287	94.403	26.304	2.716	338.538	19.573	30.355	404.683	351.064
YJR072C	82.593	83.785	55.101	68.202	60.721	52.823	74.785	79.022	61.783	61.399	59.435	44.51	53.452	51.404	68.562	72.241	34.765	10.947	70.284	22.15	34.2	80.897	80.223
YJR073C	49.346	51.988	62.762	62.635	47.094	37.713	33.139	31.751	156.559	175.188	212.883	203.157	125.27	112.692	121.515	79.628	90.298	66.035	609.652	127.942	252.728	30.143	47.573
YJR074W	43.904	92.835	63.153	77.526	64.181	46.049	43	45.485	87.086	104.815	125.708	117.559	111.345	85.461	85.391	73.09	76.784	71.552	104.472	135.567	101.402	38.768	51.742
YJR075W	77.794	67.257	79.319	79.934	77.021	69.451	70.203	68.709	90.822	66.325	64.886	64.541	62.641	55.316	77.135	61.299	40.769	18.109	81.658	73.031	63.256	70.173	48.21
YJR076C	64.498	69.495	76.244	71.554	60.557	62.826	54.731	59.001	70.559	74.134	65.697	62.378	55.959	47.17	50.819	54.281	48.183	27.002	76.796	60.333	89.635	62.927	85.984
YJR077C	237.229	237.987	176.407	203.415	199.608	186.478	207.223	233.704	214.065	209.504	196.813	201.894	204.982	186.768	236.065	194.997	209.068	122.645	311.811	225.499	317.537	210.394	196.847
YJR078W	3.75	5.073	4.057	6.019	2.822	2.517	1.234	1.712	6.12	11.402	16.507	13.386	15.163	12.604	11.864	12.072	59.646	51.014	3.509	33.837	13.986	2.489	4.339
YJR079W	0	0	0	0.612	0	0	0	0	0.41	0	0	0.65	0	0	0	0	0	0	0	0	0.767	0	0
YJR080C	20.985	16.34	31.964	30.206	24.802	24.399	19.383	19.779	66.843	56.84	73.601	77.16	52.437	54.329	48.714	44.344	21.549	16.325	27.718	68.635	43.597	20.626	26.43
YJR082C	25.633	16.28	46.405	43.592	44.153	32.574	27.358	30.791	45.148	44.172	62.171	59.305	63.54	44.946	55.735	50.504	32.99	46.45	26.812	27.975	48.137	29.202	30.369
YJR083C	13.867	18.987	29.05	18.641	19.39	17.861	18.456	17.686	32.796	34.179	42.529	36.204	30.465	27.478	24.57	25.406	17.52	11.081	17.744	93.487	34.45	26.016	24.306
YJR084W	10.769	8.824	11.836	12.962	10.243	10.441	9.193	8.202	18.484	26.661	20.737	19.261	16.473	9.48	11.894	13.513	10.948	11.626	10.37	43.99	27.56	8.71	10.574
YJR085C	207.574	149.096	164.389	210.986	163.986	152.198	144.703	172.955	391.012	405.482	507.001	684.401	354.244	347.117	348.434	352.968	340.056	296.883	277.324	480.155	412.921	167.489	193.678
YJR086W	84.025	50.726	146.01	112.285	100.21	90.894	87.751	94.022	225.163	135.87	274.848	256.008	208.249	158.118	147.906	165.122	132.16	163.738	125.978	592.287	197.714	128.061	106.376
YJR088C	90.77	104.31	96.035	99.128	80.097	87.601	72.157	77.48	170.724	151.472	141.635	145.66	120.408	99.241	106.952	109.715	92.235	59.469	101.935	243.336	143.423	93.238	124.494
YJR089W	5.46	7.837	9.616	8.495	5.677	6.213	7.864	7.492	10.628	11.747	13.534	9.678	7.6	9.729	11.297	12.981	5.156	2.587	6.817	12.996	8.809	5.68	6.775
YJR090C	8.654	10.272	13.68	11.107	10.456	9.957	9.825	9.991	20.881	28.79	30.75	25.748	18.938	16.031	16.269	17.158	13.678	8.628	10.772	41.742	17.829	9.593	9.833
YJR091C	14.011	13.8	26.675	23.738	20.726	23.005	15.328	13.866	63.049	61.36	90.676	80.162	61.434	58.479	47.894	48.943	81.605	86.231	20.916	125.764	50.017	19.532	17.604
YJR092W	25.355	26.457	31.714	29.53	27.695	31.604	29.41	28.004	10.431	13.078	7.317	6.482	8.615	8.212	10.492	8.112	8.263	5.859	30.019	55.954	38.012	31.361	27.333
YJR093C	29.367	31.197	34.748	34.528	31.934	34.738	38.915	34.476	57.643	57.671	74.625	58.007	54.309	50.673	51.249	52.577	32.899	20.423	34.137	131.37	65.29	40.86	37.33
YJR094C	5.18	7.014	10.416	9.873	7.247	8.618	6.075	5.534	5.557	7.11	11.774	9.885	9.212	7.258	5.843	5.254	5.221	10.742	3.981	19.602	4.309	3.195	8.209
YJR094W-A	1495.37	890.71	1663.391	1584.811	1325.34	1373.656	1666.277	1603.807	422.998	384.423	216.567	214.263	292.361	264.315	376.963	505.236	133.813	114.365	1670.932	157.922	428.196	1862.414	1993.495
YJR095W	0.33	0.567	1.14	3.075	0	0.542	0.373	0.343	2.168	5.204	6.437	6.365	5.898	6.056	3.713	4.754	3.281	6.664	0.593	3.596	3.859	0.904	0
YJR096W	16.708	18.41	24.915	35.681	18.14	19.164	15.252	12.734	329.723	296.965	584.337	585.419	362.006	301.528	204.291	251.546	140.849	152.353	34.239	279.503	238.951	16.774	25.396
YJR097W	29.011	43.488	30.743	30.213	24.557	25.272	48.642	48.55	8.093	11.775	8.747	4.282	2.447	5.583	20.023	26.704	28.58	8.943	29.988	2.486	5.476	36.544	29.233
YJR098C	3.699	3.948	5.119	5.187	5.076	3.018	3.122	3.943	7.098	9.888	8.866	6.792	6.118	6.439	5.45	5.612	3.81	3.823	4.073	15.587	10.66	3.777	4.775
