#gene ID (SGD database)	Initial_Footprint_1_rpkm	5min_Footprint_1_rpkm	30min_Footprint_1_rpkm	Initial_Footprint_2_rpkm	5min_Footprint_2_rpkm	30min_Footprint_2_rpkm	Initial_mRNA_1_rpkm	5min_mRNA_1_rpkm	30min_mRNA_1_rpkm	5min_mRNA_2_rpkm	30min_mRNA_2_rpkm
orf	rdens.init.rpkm1	rdens.5min.rpkm1	rdens.30min.rpkm1	rdens.init.rpkm2	rdens.5min.rpkm2	rdens.30min.rpkm2	mrna.init.rpkm1	mrna.5min.rpkm1	mrna.30min.rpkm1	mrna.5min.rpkm2	mrna.30min.rpkm2
YJR005W	22.02049039	23.80768114	60.04071293	21.67822421	23.62392306	44.9182651	42.72297991	38.172063	83.78837367	38.21440621	85.38167516
YJR006W	25.67220031	17.54056358	32.26347532	19.99646634	14.88457552	29.8897136	45.35378407	41.79924581	108.7807385	48.07485996	99.47666669
YJR007W	357.9811619	359.6138366	265.5617779	306.4751798	298.8010836	191.3871302	287.0286804	291.9292226	220.3111848	266.1184873	179.3269548
YJR008W	4.051373276	6.344013158	73.64074851	4.868185204	4.63091778	58.91842606	11.21731812	10.82114457	81.50096444	10.99467838	79.0967786
YJR010C-A	134.8035632	166.0866026	175.3322935	117.1854272	124.0262691	153.7721467	119.0342344	107.8956529	80.55915255	83.70884562	64.9705215
YJR010W	8.504480323	7.988194998	19.54991202	7.250767368	5.529510755	19.01964104	14.39355587	14.1398647	27.58681552	16.00782296	27.52771696
YJR011C	13.42380227	16.96052497	15.76116341	12.55667144	19.02291616	16.94772758	34.07218731	44.56557611	34.74424306	28.80605737	31.03972053
YJR012C	14.85862699	16.57485128	15.56591664	15.02280814	14.89611886	24.6525469	28.47776888	32.51034619	27.60516537	30.47724848	29.66129198
YJR013W	27.82919961	23.43135451	29.16949128	22.87700516	14.91166631	19.85076712	35.74158572	40.80074828	46.95759294	41.92421155	34.84952852
YJR014W	174.7098574	198.3281225	203.8085505	181.515225	213.039611	220.2735345	228.2471675	164.2271451	246.288704	223.7946654	219.9511124
YJR015W	74.63204518	67.24131427	76.11306066	66.99940188	55.90947216	64.68724859	47.01178982	66.32431142	79.37776602	54.5968261	86.1544964
YJR016C	327.5738003	289.3459682	42.90266531	298.523578	217.2102161	21.81557106	154.5764504	128.5891918	21.71193633	83.57578911	16.31120601
YJR017C	69.09249679	55.54986933	59.70776743	79.65183083	44.8826508	59.73810045	149.3205615	150.4093508	150.7113614	166.5868945	152.790845
YJR019C	7.696475022	10.78106017	22.16342658	6.247790638	5.874928536	13.80702319	9.76014775	11.16977834	18.57162816	11.63158274	18.5419501
YJR021C	5.098160809	6.108842139	13.91786156	4.970474299	4.834057053	9.273294604	20.63142672	19.2778263	46.94610552	22.43122574	35.13160646
YJR022W	19.93305634	36.69310391	54.43191721	19.62793844	25.67273434	35.98258891	26.66580222	28.4297766	27.87248812	30.8600545	35.13960364
YJR024C	57.26085694	60.64558569	65.41960558	48.12166251	55.68656347	45.62690053	118.3353872	121.9428876	116.4870794	135.2750599	80.20101946
YJR025C	38.33858743	47.57577519	130.6829684	37.43526043	37.89622528	115.19969	43.61893988	48.23914112	129.657734	56.86873261	65.77516793
YJR030C	8.410996203	9.465952359	6.565405441	10.38114085	7.081054022	5.650326548	15.02078788	14.29933826	11.7374969	13.95840759	12.81882053
YJR031C	16.85473544	11.51512314	6.250891654	16.30758724	11.71717078	5.469080852	11.30372091	10.60440976	8.642994428	15.10730084	9.954943847
YJR032W	47.9602244	39.45349892	31.38074878	37.03930912	32.58144074	24.49450941	47.44437964	54.44269491	37.47332005	46.29202638	31.31486788
YJR033C	10.89999836	8.659573239	21.76579386	10.54034545	8.097489779	18.04625823	5.990979385	6.40842844	27.03755676	10.00600946	36.37277505
YJR034W	39.34833164	42.23135991	89.41192649	38.22357541	39.61191414	115.8780693	50.8452998	50.283286	81.10191958	39.44018779	80.1090083
YJR035W	3.4791761	2.828065308	8.589372623	4.165121106	3.999938532	6.347084196	5.627486498	6.139047679	13.5158401	6.512832476	15.65079292
YJR036C	1.011431172	0.953114276	7.281508894	1.257987827	0.86249871	5.972141436	5.018364711	3.780889727	21.09675307	4.78499999	23.54378948
YJR039W	3.569846783	2.910160025	7.956863699	3.677013851	2.621098834	6.897829173	8.443037078	7.534206921	33.35169519	6.223378468	33.45495851
YJR040W	27.4716241	30.61628568	49.11537985	27.70430204	26.92010392	37.96671215	29.2341479	37.53897273	74.92326449	39.86038188	69.06243415
YJR041C	23.21726945	22.17656207	3.267600604	20.24483589	19.483657	1.351166013	14.55116918	15.30671696	2.287668936	16.46108481	2.541258253
YJR042W	41.74384104	38.56943211	45.84472312	38.00183378	38.58061827	35.31263378	53.26866353	47.95531774	59.283224	40.87626763	52.17238336
YJR043C	17.66690361	14.61608577	9.753055852	18.42046513	16.7629829	11.61858904	32.93815164	27.80644743	26.56236794	33.09220525	26.04010368
YJR044C	97.15423159	130.133738	281.3005122	81.05620706	100.2527589	220.1845753	78.64334737	93.22946947	176.2506546	101.6327646	220.8673468
YJR045C	857.7534869	668.7124545	822.3159611	948.6676165	753.655838	1013.675194	274.6322628	348.7631971	653.4505286	333.3965198	717.5948151
YJR046W	17.09950435	14.52394251	11.39227952	16.79844336	10.9892714	10.37970715	53.3046699	69.09754614	94.34459748	69.83999214	70.53795371
YJR048W	22.51060673	216.9524299	432.1564336	10.1146758	68.10894361	134.3020814	31.49504199	132.4229068	218.4536035	36.4709735	63.29633733
YJR049C	27.39834205	28.26327494	46.88177976	28.17373265	30.49278595	45.18229769	46.25460733	45.06450823	84.33501567	45.37966974	79.46497861
YJR050W	28.34174923	26.54836066	43.677924	26.78392769	23.92454669	39.27119353	32.96273857	29.05651799	46.14069109	33.69550658	41.15699402
YJR051W	47.33697566	45.97976471	74.20187861	44.31659788	38.73663547	69.3016608	42.65942956	57.48070739	123.9251669	56.73523048	111.5759636
YJR052W	11.40165489	9.793358534	24.69017066	10.29293058	10.42719626	24.63342405	18.55540188	13.10124358	33.0192516	15.94968683	31.675092
YJR053W	6.907306315	5.949818312	4.43575717	6.15207807	6.213757562	5.057977427	4.220012601	4.094501699	4.450802048	4.268614531	5.579365075
YJR054W	6.520918966	6.054098923	5.579028948	5.818419306	4.92244487	3.28920875	20.85511006	17.19926705	14.50378341	18.86238821	14.6431174
YJR055W	19.2109072	15.76491228	11.0450649	18.40088951	20.85306836	10.63766486	31.29836409	26.86402386	9.571273104	23.89079593	11.27980136
YJR056C	22.31627096	23.06546948	19.55855975	22.35098616	28.66116195	21.42108178	36.04146213	26.56694747	20.98419728	31.81395665	21.96133062
YJR057W	42.03293907	54.57447008	68.5076404	35.03199383	38.97535048	43.6428894	90.36200009	62.56325055	75.97303446	66.45782236	63.37360227
YJR058C	53.42422754	67.8830707	124.0685217	49.27646267	46.8312031	76.96124452	111.3252075	115.3835997	187.7902655	105.276091	160.3951609
YJR059W	22.56987836	11.15887755	54.32274686	22.32236309	11.95970046	56.22804049	17.43607571	21.99911853	112.2109992	19.64238243	110.9802974
YJR060W	55.06682965	47.99601681	47.22332871	51.37861836	48.63637007	51.10985656	34.70384648	37.91889018	43.90243319	40.83469555	41.78270782
YJR061W	1.795147723	2.239020767	2.101406768	1.653139156	1.204737859	1.300033996	3.744979144	3.113616403	3.64201356	2.144498214	4.40026946
YJR062C	18.3341928	22.76716191	69.68093298	15.90135697	18.02067574	56.05786814	31.46208015	25.93280457	84.76858029	29.12260745	74.74397237
YJR063W	176.7136405	170.3562629	34.79869135	151.0357296	182.3345213	16.3401813	186.0473308	144.6337524	17.14715881	143.0355453	17.51794482
YJR064W	224.0516886	154.6936261	124.985697	227.9090576	155.3934074	127.196974	182.5628906	188.2103756	235.3748737	176.7448313	206.744494
YJR065C	155.2757595	148.9269777	309.8726574	179.5307935	155.2808889	284.8759462	142.0569171	171.1113439	425.8878069	188.7372879	446.9613421
YJR066W	7.501318986	5.747736548	6.277075097	7.421538372	6.275088139	5.782646154	4.549905925	4.807965391	9.672714786	6.551378998	12.10019556
YJR067C	35.52170158	37.70063985	33.16612914	28.89164649	36.43209625	31.70045295	60.88397381	56.12670082	27.73218301	56.41038964	29.87723103
YJR068W	52.01185879	25.72213024	24.64747716	46.41770616	19.6050744	25.36602949	67.8201968	76.1398921	89.36461422	70.76348728	69.20351469
YJR069C	191.1317965	230.7146876	158.5844625	155.9656667	198.6145015	104.8572836	100.1040795	96.60348837	66.88181905	111.189049	50.86451244
YJR070C	317.8900528	329.3306903	30.89434937	247.9767547	269.4380719	14.03385218	217.7558116	153.1297323	18.47204205	170.5922277	14.51579036
YJR072C	91.52171671	90.76470616	51.27644375	83.18756277	89.38566179	43.71365301	87.82095767	92.97686284	90.00814633	110.7699091	66.49885974
YJR073C	57.57683576	41.6757297	99.39452341	73.54324787	37.88167778	100.5675825	91.20867439	89.8356816	219.483784	107.4394063	207.7307614
YJR074W	44.06361724	43.2481164	57.89369357	47.47797115	39.93508391	53.2905897	54.70826384	42.94150799	56.85783994	61.83217628	62.22587594
YJR075W	95.52765576	78.48137474	73.71886463	85.01669779	82.18414654	55.4679698	74.23130245	84.48654647	82.46432634	95.81248485	70.47080728
YJR076C	99.32250643	66.30539826	64.44070022	77.42170433	57.25951447	47.82954679	61.96402599	74.04619516	92.87924174	77.1440268	77.5771972
YJR077C	149.0128333	155.0512471	152.7025603	165.6109758	138.8909735	130.4936211	91.79021528	85.9688714	93.91990104	85.3844619	104.1745258
YJR078W	2.505384425	3.246278022	6.914105606	2.511014731	2.307385975	5.005556231	2.257726993	1.136258344	4.515352892	4.921225014	5.13157587
YJR079W	0	0	0	0	0	0	0	0	3.573395913	0.350682437	1.802030956
YJR080C	29.8694933	39.87303063	69.05655186	26.15832285	30.86367987	56.80829689	36.80904416	37.58688146	79.94087361	48.61719101	78.83470218
YJR082C	23.19085281	39.61371364	77.59922082	24.52645085	27.57501042	40.53352462	49.09061917	68.02412475	38.94312461	45.66117192	59.94359172
YJR083C	14.14236683	12.14233138	23.08239206	14.05976166	14.4069278	23.82455033	14.77863737	15.75626173	25.15154087	17.39469392	24.21886182
YJR084W	15.17499802	16.2194243	23.79179751	12.80032235	13.33158164	18.74973064	25.58837797	21.04443526	40.20578564	21.81591853	31.29721852
YJR085C	314.7291497	467.5617213	805.7346211	243.0205728	186.5712275	566.3887234	323.6476746	253.9026604	583.3596148	305.6084838	504.7753226
YJR086W	43.08454756	69.27640893	167.7060891	58.01771468	70.81925423	203.0631323	41.65996541	65.728205	110.9950959	41.88623277	104.728548
YJR088C	127.648854	145.6757886	204.5405221	105.7171892	112.1926526	156.3148624	100.614328	87.10512709	139.6177924	72.89152796	131.2833913
YJR089W	5.574593608	5.837758872	6.517274323	5.316519978	4.173539049	7.926908565	16.80191197	13.46312856	19.83611672	13.76856615	21.64147936
YJR090C	10.62253881	7.275609376	21.13913352	10.34927189	7.547978948	14.93153448	14.34669861	16.28798573	29.58379978	15.93431612	33.65384093
YJR091C	18.03149073	14.44716375	64.74203114	20.38290682	16.21893735	59.48178417	8.651881077	16.01915331	44.7169544	15.38983569	58.02343929
YJR092W	26.70837792	19.84690548	5.274049043	25.34852617	22.2324063	4.890166946	13.84822055	10.2444881	5.254564741	11.25092382	6.421115253
YJR093C	24.99213073	25.58184593	45.9196998	23.04468755	24.17145835	37.73699251	20.54065785	23.61813227	48.71783659	30.5657034	43.19319391
YJR094C	9.046336564	12.08619359	15.8233293	6.856766283	8.749696988	12.52037302	5.1092669	8.227388903	8.806863851	10.50263577	11.48955139
YJR094W-A	1106.186709	1203.407232	218.2989874	841.4011345	946.3894203	165.8260249	1782.232287	1013.223529	207.8425474	982.7532465	159.7666552
YJR095W	0.727685879	1.885755058	3.274228727	1.432595204	1.690957038	7.269288795	1.444881865	1.584119343	4.035319359	5.197686761	5.544511241
YJR096W	20.36803948	49.55545252	310.4889755	22.76595885	30.75998344	266.1709726	35.7196106	56.59252254	498.2493903	52.01243255	360.168607
YJR097W	34.14587834	34.41705508	1.358140699	25.02995693	30.01881007	0.81310926	58.4349538	27.78935372	3.399985292	39.84723353	2.596601885
YJR098C	4.866253233	2.982683027	6.39736617	4.133325182	3.067170443	6.360632068	6.178738252	4.974329784	9.679541392	3.756507267	8.62548677
YJR099W	34.67107605	42.10789195	79.47605231	31.09791905	32.56649348	61.5217186	56.6704569	57.35832122	114.1576202	62.9678727	83.18171944
YJR100C	15.73744189	21.2255171	54.07366519	14.99327203	17.49190078	35.52094784	46.81740367	37.89282759	80.32864659	36.31388046	61.94736223
YJR101W	52.65899901	68.96187416	93.08462564	51.1969425	52.73212644	68.44636213	81.1532732	76.09591831	96.92177978	75.36420714	86.54440039
YJR102C	22.44004903	28.81444843	45.09258368	18.03487566	20.68517044	38.7100179	26.66043961	23.88990982	67.81729768	25.03693473	46.31201855
YJR103W	24.87807464	25.32569043	61.96045065	22.87152464	17.98609109	68.25425627	26.43213994	31.50212501	105.2900919	27.9138823	75.94232965
YJR104C	1212.743343	2472.897553	7802.631181	1361.993336	2576.185905	8668.569983	1395.054908	2227.545762	6950.937096	2559.14592	6509.404835
YJR105W	392.2270249	302.0892772	202.0176658	395.6970402	277.5240401	181.5121068	244.4442927	289.2151971	238.6393544	304.5390117	252.9237327
YJR106W	5.230351688	6.821433064	13.87508258	5.004584667	4.398554758	9.666351535	7.715628509	10.43380434	24.78563351	11.29507966	23.33621416
YJR107W	0.222787144	0.36949744	0.427704587	0.141770038	0.151985527	0.048011948	8.874476695	9.505832265	22.73222323	10.36628355	16.70484728
YJR108W	11.62424685	19.2790723	31.38203783	10.72573729	15.41407037	37.78516739	7.456914354	6.74803779	9.870630377	9.192521247	8.380768968
YJR109C	88.12157022	76.2254386	69.65478451	114.4915933	103.7346436	32.48802556	28.94281865	41.87844269	40.79544715	41.28190155	30.07972535
YJR110W	6.309123508	6.664854683	15.0438076	5.843188684	4.804403894	10.72423045	15.19725175	19.82900784	41.50492389	16.40202555	37.00599285
YJR111C	21.44302558	34.10370469	23.71087303	19.11333468	23.8608586	15.51692515	27.1002551	33.78954295	23.60722194	34.3221109	22.18391167
YJR112W	23.8228142	23.80355814	8.622135647	18.41517142	20.96766493	9.005466271	48.10151868	33.44012798	16.56756287	54.83398114	13.2080678
YJR112W-A	13.05958864	17.81218636	19.79342444	9.895980105	10.66766587	15.86196458	79.36750582	65.08922538	92.90829374	67.68171044	64.19735281
YJR113C	32.5262311	34.3520737	44.770841	25.81390233	24.82702456	46.3779509	44.69296435	42.48434662	84.91069336	50.47322225	74.8164638
YJR115W	3.084678189	5.195945095	17.58074488	3.373781117	2.334534757	16.2729275	10.24741122	6.994917222	10.55749654	8.459144651	7.455353681
YJR116W	25.15549853	27.79182483	25.88971001	33.42571569	31.66240536	26.64539817	26.82185873	20.92803612	22.73130499	59.07577386	34.30555553
YJR117W	91.19599306	83.03979179	97.99993163	101.6363105	79.91460407	78.61535392	81.2399052	102.0359993	162.5527041	108.5865104	161.7062188
YJR118C	105.2130562	126.9048699	149.3044036	96.30192225	98.3173592	99.7014353	98.09393287	140.9311877	151.9623835	100.3486014	122.6401732
YJR119C	3.806425635	3.140816761	4.998938252	2.916291871	3.223323903	3.741036356	6.178279919	4.040092582	6.012163001	7.342991144	6.578449136
YJR120W	4.093957856	54.84166383	122.427456	10.5209183	71.21896449	106.2119922	26.74359874	55.98720597	68.32636701	47.23734347	103.410372
YJR121W	341.4177295	315.4195853	597.7253507	402.1899078	339.1871368	638.9966719	179.2132225	208.942464	532.7727596	237.9268003	563.8311412
YJR122W	9.667971163	25.39194888	59.73643191	7.442164228	16.69182681	41.24240074	24.56191534	78.34307288	200.2229612	77.82181638	154.1615507
YJR123W	4855.242777	3543.380082	565.4509928	5121.376387	3410.90899	507.9692019	5354.022731	4304.652695	921.9856043	4720.80446	584.2337127
YJR124C	41.96287861	31.40772684	9.735338405	35.94010293	23.9351975	7.786482944	53.75288535	49.40083159	14.49990643	52.00336515	15.45526951
YJR125C	75.32759504	73.21172109	185.4791984	81.19635498	79.20006246	182.9674402	52.53458705	68.30068063	218.4876358	69.92178397	203.5099756
YJR126C	17.42641801	16.52049785	25.01009895	17.30677763	14.02359263	22.96443379	28.69428426	27.15680791	48.62327161	23.40985415	48.28204837
YJR127C	4.70202654	6.120378257	19.14229274	3.710605441	3.721228218	16.34083806	7.632659447	7.263779486	28.70383519	10.27413671	34.45776915
YJR129C	13.96173127	10.77637275	7.010171156	10.5383987	10.82885313	4.53639843	25.3535088	21.88344646	15.60382882	22.53134661	8.784900911
YJR130C	10.24977547	12.02028972	37.93739685	10.74402673	11.65894336	27.24450276	23.27056747	27.76520934	76.28742147	21.58238452	62.68245865
YJR131W	26.13580663	22.36061434	19.70297062	23.81137541	16.67309662	16.64082745	18.97423885	21.09306006	42.13686983	26.53874188	36.86751881
YJR132W	34.6453677	34.15122833	10.76988785	29.36368286	30.13452001	7.454168691	21.50731333	23.3612329	13.73847784	23.61208037	14.72466877
YJR133W	57.86681679	48.23405635	49.03229592	49.51703753	37.06035153	40.49744366	92.30226206	56.70898173	63.16595317	54.93804299	59.13976593
YJR134C	16.34401269	12.10419028	22.58624664	17.12909163	15.68578491	22.40846163	30.80310546	28.31075242	47.10385522	31.72082048	58.89876747
YJR135C	7.585758511	7.664986002	10.40218946	5.922420459	7.414613913	7.303830432	23.60096211	11.47166424	18.64697889	16.78185148	16.54526003
YJR135W-A	283.4048086	384.200171	445.3017618	296.049293	325.1908275	323.9870619	202.8869636	213.6947211	236.5413782	183.9372151	176.2748879
YJR136C	7.626542747	6.535208684	8.947499256	6.697321145	5.017842567	8.656109441	14.82733995	15.44640897	18.65561926	17.22434236	21.19434136
YJR137C	10.13060397	6.490560223	4.126555344	6.904505898	3.95922117	3.541330525	10.41443999	5.805003897	9.237821325	4.558291225	10.73165042
YJR138W	8.405416736	5.755765999	10.35026724	7.766515948	6.455297104	9.343740405	8.652171793	6.801674181	12.48859011	7.970397827	14.92482298
YJR139C	610.9443193	553.8208605	525.3168114	581.9274809	403.0716183	441.799736	345.2413657	373.2973191	509.7898983	333.6564473	424.5644694
YJR140C	9.320022306	8.317008495	5.283214952	8.735306972	7.534628389	4.47802129	7.083947757	7.715623155	9.902590036	7.405064468	10.5177338
YJR141W	6.112580654	4.253036871	5.023490048	5.488242548	4.769801708	6.526335917	33.50796664	34.93753676	16.60014005	22.89837441	23.32475185
YJR142W	51.68973493	55.12382755	115.9765415	55.60614599	60.1788901	120.7307883	59.05292122	54.76515707	146.4464063	61.90356612	140.8139771
YJR143C	128.9670096	136.9593575	50.51964907	130.253816	120.7018714	38.38435673	73.42032874	74.88811423	56.39403162	79.8463379	48.8262716
YJR144W	55.9437345	60.47111832	67.0583564	47.37764968	40.89904832	38.52787483	81.48491897	72.62694475	72.54161469	81.90657551	55.31092903
YJR147W	8.252382413	16.35366547	3.106439865	7.16916715	10.36265944	2.833294614	28.27354298	67.16266067	24.56389657	124.824283	23.75655958
YJR148W	299.4658543	295.7963192	464.926294	306.03238	309.934915	532.6284959	247.6449144	289.4063889	534.581415	357.0498237	688.1320004
YJR149W	0.425353607	0.440911519	2.721965693	0.462399189	0.411083364	2.406238245	3.724794802	7.562038762	27.8628736	11.35707876	37.3577987
YJR150C	94.51664907	72.58074834	4.522023463	286.637475	348.7498794	24.47259932	50.77669923	43.39657176	2.681167824	143.1989953	30.55199911
YJR151C	2.217738768	1.040534691	0.112041928	14.6324599	13.01528909	0.234775493	1.49754925	2.947533341	5.59895347	6.884188311	8.338916876
YJR152W	0.025797937	0.106966132	0.247633139	0.024624678	0.043998421	0	13.05029547	10.44580393	17.41758382	12.68820334	14.30479697
YJR153W	0.240501659	0.332397798	1.539042468	0.344345906	0.32814076	0.979002241	1.420364639	2.501427802	3.556483289	1.799648209	3.572992413
YJR154W	0.672007469	0.522440323	2.01580217	0.547901271	0.157590094	0.407310709	8.262567516	6.400237755	10.77208616	4.714275063	6.331524812
YJR157W	0	0	0	0	0	0	0	0	0	0	0
YKL001C	47.28716215	42.65826164	18.26063306	46.5695077	27.75679722	18.10000117	62.80858014	57.92176249	31.32513274	45.00309787	35.31927569
YKL002W	66.7724684	69.89870661	176.3867282	65.89805068	67.60813536	144.2067033	91.90873689	80.33995242	166.937444	85.90841549	155.42517
YKL003C	70.36596456	86.91865534	171.1027865	78.89114646	75.28474692	150.8754907	99.35834531	113.94153	131.6120346	80.65696062	145.0984976
YKL004W	86.8707504	91.56687774	46.64996357	65.92211898	53.63192704	24.87426943	101.955469	116.0131687	48.30223228	121.5688548	46.74934286
YKL005C	11.14134046	8.217919097	10.46937064	10.53762808	7.104588243	9.764167459	23.15742276	16.88411117	34.14342683	17.95036216	26.78047933
YKL006C-A	52.56076979	69.26553295	61.59938148	53.60580896	70.2546829	85.3195407	75.17682532	121.2211943	69.19617172	81.48847568	62.22347869
YKL006W	248.8542235	108.558814	18.54983127	436.8722423	330.6913552	40.61623968	339.2655196	188.9024838	17.80310183	130.7813179	27.45681236
YKL007W	127.4556741	146.8359046	390.9108006	127.2085103	142.8960182	303.1860548	135.0411178	169.2354428	371.5320888	152.5294998	319.570564
YKL008C	114.092435	116.8491741	50.16786273	114.0227741	103.8873225	36.94273843	133.7327937	137.8681861	53.79757327	103.5922588	59.33112941
YKL009W	184.4811733	196.3246937	15.8331198	174.1359981	208.1740285	6.784117006	250.5513924	227.2741337	16.41071838	218.2094205	14.07560186
YKL010C	26.10006676	21.29358473	33.29982903	24.79170958	22.58830408	32.00844679	12.03980963	11.40049353	30.98421092	12.62118341	36.99919027
YKL011C	8.463225048	9.79485092	15.9715652	7.202522133	6.614435394	12.41002374	20.93339901	19.61630736	24.66212744	13.16335012	20.30328797
YKL012W	13.49313303	11.90354343	21.70147701	12.62067427	12.78747524	20.88083776	25.60783317	22.91555206	43.94642472	26.31604224	46.44565712
YKL013C	265.3513773	316.9113369	694.9109711	228.5869416	237.9935515	479.3380891	264.6794875	223.6423005	498.0019692	263.8801043	482.7147105
YKL014C	33.2840562	21.73395321	1.862182136	29.75882172	24.17777857	0.918132612	21.22262637	18.49378018	2.910993552	19.15893925	2.802340248
YKL015W	7.584411767	6.577965161	12.35637045	7.137642176	5.705740028	9.017162194	22.17369247	24.03394445	33.26110205	20.47664388	36.79490232
YKL016C	129.354619	140.7372278	259.7595878	135.6620841	155.2390181	299.8096464	95.22124538	129.6972863	244.0503289	131.1387289	223.6903426
YKL017C	6.924525738	6.800021146	9.814746623	6.616048877	6.346898459	8.297695996	9.599103645	11.87129189	22.51190608	11.28040484	19.05656968
YKL018C-A	47.62453936	59.8133218	69.23574924	37.78788204	28.57996635	53.58813519	62.78011703	56.78473801	63.01088127	56.45987244	53.36264168
YKL018W	29.35318245	29.46015542	34.52729376	23.25668973	24.50836631	20.57554711	36.30068997	34.09275497	34.35278138	33.53154543	33.29707761
YKL019W	26.75079323	25.41847135	37.22412029	27.54383592	21.51275653	26.55615481	53.62669312	49.00058699	85.43957435	61.13247897	74.57729463
YKL020C	14.68442489	13.58228704	29.33552281	13.91676188	13.1643164	23.64870229	10.55102243	9.398823039	18.09582518	12.90921186	24.02040311
YKL021C	67.16093166	69.20995197	30.47763327	56.14974268	63.8367469	22.56948473	91.81836904	86.191081	46.74304422	91.08620802	34.08968278
YKL022C	13.50581087	14.16888485	18.2406386	13.20297398	13.25299992	15.461003	15.3268072	18.65388243	21.36958596	16.11141929	22.90003536
YKL023C-A	71.32565217	154.9103583	174.8676886	90.77579817	183.3642446	179.5513056	259.1943534	187.3107677	157.9552662	204.7930641	131.5447402
YKL023W	24.23037832	23.21893721	50.91053936	21.86063078	21.7461057	51.94713937	36.05481465	42.43265453	126.0068328	50.21829837	88.51188153
YKL024C	160.6990056	158.3036446	114.1805148	159.690321	128.8951771	102.6212961	278.1267022	219.6322513	180.6542446	221.2976415	151.8036126
YKL025C	28.84730621	24.58081718	57.19942566	27.10107464	24.39109169	44.87690764	25.3659553	28.97482206	58.23775759	32.01332973	64.78719284
YKL026C	1.467417301	2.433744275	24.41515639	0.933787303	1.468240379	23.40154615	14.58334783	11.07413132	63.87887447	8.984067396	54.24492318
YKL027W	27.22727531	26.80705411	9.758815909	27.69735243	27.10311224	10.98898537	36.37457931	21.16356064	15.19555014	27.49079687	14.61796213
YKL028W	31.11403301	21.86581217	34.45019358	27.68551294	18.48781689	26.52849328	60.42814481	46.72853597	81.23361107	55.06676111	76.88687676
YKL029C	76.89287143	63.74711052	4.667690188	68.78723795	50.91768183	3.849887872	55.27077561	39.52018362	9.00770167	56.07981346	7.89332015
YKL032C	39.709086	40.67781828	55.2040633	37.65819769	40.47518124	48.84637482	18.18804589	23.60020655	29.75720485	37.51929455	35.96615503
YKL033W	8.475644092	5.621731473	6.224398886	6.831431502	5.22800993	4.192316692	17.54340998	13.76447616	15.45510512	13.31361166	13.65186279
YKL033W-A	172.2557379	175.1366461	236.2549836	146.9690536	104.4510706	159.4267496	241.0667971	223.8945926	295.6619591	183.8873096	203.5026775
YKL034W	15.05011584	14.18920238	42.78195189	15.41694132	14.09417569	32.42084869	10.67002448	12.62041151	39.53989114	13.48605129	41.67041381
YKL035W	182.8759727	237.0293085	1200.583119	194.1310898	181.8409989	1346.709889	84.33922316	141.2243809	719.6938482	89.64445052	740.2678809
YKL037W	0	1.912904061	7.380816507	0.195719881	0.786835576	2.264656936	0	0	2.558384623	0.313840314	2.620657859
YKL038W	5.245726634	3.697085502	9.059179147	5.408761629	2.907149583	8.830095371	7.654903945	8.772646843	27.08298366	11.53255106	27.30831925
YKL039W	126.7832598	129.750645	291.2313752	121.999734	124.5904245	231.0920824	77.72057758	113.3917899	278.6504355	124.8210301	255.5575541
YKL040C	67.67702348	131.3907565	155.1984416	50.20630593	98.90839803	84.1154057	77.6564786	144.8917354	154.0057307	102.4139053	90.72259051
YKL041W	49.14529409	51.29909672	86.76117713	47.04144355	48.39134582	97.49244843	51.81984242	67.13417423	166.6631854	65.78802527	127.2233855
YKL042W	19.08391978	20.40141748	29.829808	17.25259898	18.90346032	22.83878011	14.79928317	14.16611764	23.36395755	14.39141334	21.67387283
YKL043W	16.14852914	27.09374121	8.527386903	16.84623191	25.79054699	10.59346931	31.7928972	90.47831089	31.857128	214.3331821	47.35731952
YKL044W	1.967180237	76.37478641	21.45780365	2.845023155	63.98955158	16.12252786	22.28879895	72.6711762	18.84252204	152.5547943	33.05422166
YKL045W	22.00711482	22.75695471	41.96840472	20.56651358	18.26795505	29.39343952	22.3112826	24.2625313	62.1615489	26.90373401	50.27539122
YKL046C	114.9628714	93.8659472	145.9831031	108.4065802	85.11437527	130.6897504	83.91287028	101.0424187	176.3428002	117.5655858	179.2155826
YKL047W	18.57636361	18.97347708	23.79257831	18.83217098	15.44149906	18.41212417	21.16744655	18.61872453	22.61919389	16.89849485	25.92204764
YKL048C	7.219403339	5.213704138	6.451230402	5.870173886	5.220882085	4.524193299	19.25867973	12.55401545	11.27099643	15.35269629	12.27713904
YKL049C	31.08205396	34.85754301	40.18792039	28.77331045	36.10197221	36.16251754	21.36324713	35.97047263	43.36931695	32.8096111	33.28030475
YKL050C	0.148079578	0.306991597	0.852845189	0.09894157	0.212141956	0.569097781	2.460759119	2.192037754	6.220306262	2.145614164	5.900993089
YKL051W	12.0374997	42.3307905	155.5748758	9.790724278	23.73909652	84.64196926	14.35719932	45.79125852	110.9510953	22.4699225	77.82029473
YKL052C	25.77329803	64.2656367	66.71917032	22.38963832	32.50004651	42.64126579	51.70200218	66.34126755	73.71256747	70.82074591	65.64169566
YKL053C-A	54.74226064	82.95389649	157.8761235	62.09395567	62.88396441	183.5720414	80.08739249	104.0287565	157.2294202	67.63161294	163.469951
