Threshold +/-1.5 for log2(TE change) was used in the manuscript. Refer to the fig. S2b if you like to select a different threshold.
gene_name 5 min	5 min log2(TE change)	gene_name 30 min	30 min log2(TE change)
YMR071C	0.230141894	YKL056C	0.287280194
YGR113W	0.230099624	YPL011C	0.286773087
YLR143W	0.230082161	YJL110C	0.285862485
YNL289W	0.229939402	YGL058W	0.283817005
YGL144C	0.229360299	YER045C	0.283454226
YCR076C	0.229045279	YGR038W	0.282536942
YOR206W	0.228120829	YMR100W	0.282454628
YNL025C	0.227710403	YNL159C	0.282108586
YML077W	0.227326211	YDR495C	0.28208665
YMR192W	0.227237745	YHR192W	0.282016576
YCL033C	0.227049456	YFR005C	0.281144403
YKL195W	0.226668877	YOL023W	0.280438828
YLL049W	0.22604667	YMR034C	0.280356915
YGR207C	0.224940561	YNL108C	0.280161582
YPL093W	0.224865429	YLR146C	0.279504524
YJL091C	0.224806666	YEL006W	0.278977434
YOR071C	0.224747936	YJR005W	0.278772847
YGL220W	0.22461137	YBR129C	0.278752361
YJL057C	0.224553953	YGL047W	0.278089296
YIL002C	0.224494281	YFR007W	0.278009542
YDL008W	0.224332969	YGL208W	0.277463905
YGR095C	0.224332698	YER076C	0.276981072
YGR043C	0.224243773	YBR278W	0.276872899
YLL034C	0.224062801	YOR224C	0.27685486
YOR115C	0.223872785	YBR176W	0.2762461
YFR033C	0.222542847	YBR095C	0.275851909
YPR178W	0.222492364	YDR352W	0.275387446
YDL106C	0.222252385	YOR051C	0.275099978
YGR276C	0.222225004	YGR181W	0.274328923
YPL129W	0.222200429	YOL142W	0.271743643
YCR059C	0.222192864	YOR008C	0.271516831
YLR264W	0.222151661	YDR416W	0.271066359
YGR175C	0.221870919	YPL104W	0.270867182
YER071C	0.221267131	YHR208W	0.270645978
YFL017C	0.221167396	YDL008W	0.270605926
YHR101C	0.220705119	YEL050C	0.27001154
YIL157C	0.220607084	YOL148C	0.269599568
YPL078C	0.22008983	YEL018W	0.26953914
YGR149W	0.220045349	YLR065C	0.268717817
YKL053C-A	0.219967808	YEL038W	0.268351342
YOR147W	0.219901504	YGR113W	0.268273239
YML030W	0.219587835	YOR292C	0.26819466
YML046W	0.219352999	YDR298C	0.268186673
YMR060C	0.21886657	YHL009C	0.267670105
YMR014W	0.218380533	YNL295W	0.267517709
YML071C	0.218189638	YIL111W	0.266181874
YMR127C	0.217876017	YDR265W	0.265812864
YCL035C	0.217776535	YPR046W	0.26527286
YIR005W	0.217670765	YGL185C	0.265030406
YNL315C	0.217633034	YGL050W	0.264820505
YDL045C	0.21751821	YOL012C	0.26398313
YNL126W	0.217027906	YBL026W	0.263764798
YOL088C	0.217005301	YNR061C	0.262869055
YLR229C	0.216739496	YLL051C	0.262259879
YLR356W	0.216550809	YPL260W	0.26216856
YDR298C	0.216319628	YOL127W	0.26162348
YIR018W	0.215847919	YLR353W	0.261462867
YNL244C	0.215488637	YLL014W	0.261146353
YMR314W	0.215055576	YJL046W	0.261113901
YHR038W	0.214478209	YKR007W	0.26088015
YJR042W	0.214475172	YDR458C	0.260851328
YGL110C	0.21447222	YPL175W	0.259951025
YGL077C	0.214206836	YKL033W-A	0.259684995
YBL015W	0.213396233	YNL098C	0.259400997
YHR046C	0.213295446	YKR011C	0.258075965
YOR264W	0.213178774	YPR176C	0.258048364
YMR132C	0.212683687	YLL027W	0.257964702
YGR072W	0.212671616	YDL067C	0.257457173
YDR118W	0.212607017	YGL222C	0.256960661
YPL218W	0.212604079	YGR257C	0.256453623
YDL064W	0.212405515	YLR455W	0.255179418
YDR196C	0.212158574	YOR327C	0.25517346
YOL041C	0.212068556	YBR282W	0.254789737
YBL059W	0.211682811	YGL212W	0.254309313
YLR113W	0.210957617	YFR048W	0.253804609
YPR041W	0.210813494	YGL064C	0.252960302
YPR028W	0.20972518	YNL164C	0.252488653
YLR091W	0.209534608	YDR539W	0.252484256
YBR201W	0.209475391	YOR201C	0.251895111
YNR034W	0.209187395	YDL005C	0.25138582
YNL075W	0.208193884	YLR295C	0.25124726
YDR354W	0.208172994	YGL129C	0.250780567
YJR112W	0.208122786	YKL154W	0.250080791
YNR036C	0.207972499	YPL159C	0.249656043
YIL154C	0.207964175	YPL215W	0.249148641
YER092W	0.207515474	YBL019W	0.248614882
YJL058C	0.207396978	YDL045C	0.24771496
YIL111W	0.206938931	YPL010W	0.247449077
YDR444W	0.206024082	YDL035C	0.246946656
YLL014W	0.205658302	YDL072C	0.246907495
YDR346C	0.204627689	YPL188W	0.245885586
YGR211W	0.20439786	YMR013C	0.244661463
YPL227C	0.204174111	YDR061W	0.244493434
YNL100W	0.204100411	YNR049C	0.243893756
YDR279W	0.203820002	YJL112W	0.243723926
YCR054C	0.203741439	YLR238W	0.24205235
YGR247W	0.203374056	YJL071W	0.24174886
YJL159W	0.203336564	YBR164C	0.24149862
YLR290C	0.202906282	YBR246W	0.241388877
YGL244W	0.202779796	YDR448W	0.241248033
YJL001W	0.202630912	YOR385W	0.241147854
YNL073W	0.202564984	YLR437C	0.241043416
YML060W	0.202487235	YDR320C-A	0.240590326
YJL033W	0.201401526	YEL016C	0.240305566
YBR043C	0.200336443	YBR087W	0.240211066
YLR021W	0.200218468	YKR010C	0.239870737
YJL136C	0.200192249	YNR001C	0.239812336
YPR165W	0.200048199	YDL105W	0.239357114
YLR191W	0.199935752	YKL192C	0.2392319
YOR266W	0.199846787	YMR210W	0.238475215
YJL035C	0.199250208	YIL157C	0.238163213
YDR383C	0.198997707	YBR237W	0.237949677
YLR115W	0.198713906	YBR223C	0.237297267
YBR199W	0.198568549	YBR251W	0.237239191
YKL018C-A	0.198428166	YDL059C	0.23709614
YKR020W	0.198092945	YDR337W	0.236582696
YDR228C	0.197662996	YPL183W-A	0.235609452
YNL129W	0.197373327	YBR035C	0.235315214
YKL002W	0.196589321	YDR440W	0.235270479
YML036W	0.196246588	YDR347W	0.234998534
YPR034W	0.195948947	YOR163W	0.234904516
YGR078C	0.195779238	YLR152C	0.234570706
YBR155W	0.19478573	YJL036W	0.234354621
YHR009C	0.19425815	YKL189W	0.234284142
YGL079W	0.194041965	YHR030C	0.233963481
YGL065C	0.193905083	YHR181W	0.23297253
YLR209C	0.1935442	YHL003C	0.232830848
YJR104C	0.192889654	YHR150W	0.232579733
YDR120C	0.192758065	YDR473C	0.231155989
YOR039W	0.192709001	YLR306W	0.231087375
YIL016W	0.19185334	YDL108W	0.230996033
YDL193W	0.191834058	YER058W	0.230672645
YPR173C	0.191658384	YGL028C	0.230364241
YBL006C	0.191607267	YKL063C	0.23035093
YDR519W	0.191587753	YDR266C	0.230073568
YHR138C	0.191552403	YKL219W	0.229392635
YDL063C	0.191019675	YKR091W	0.227241865
YNR032C-A	0.190988967	YOR030W	0.226658147
YGR015C	0.190922821	YLR283W	0.225860509
YBR060C	0.190225243	YPL233W	0.225636296
YDR233C	0.18999229	YDL193W	0.225362778
YPL213W	0.189790241	YBR276C	0.224889406
YBR037C	0.189747099	YNL044W	0.224584385
YDR147W	0.188964902	YGL224C	0.223514259
YGL225W	0.188867389	YER050C	0.222824249
YKL206C	0.187443511	YOR368W	0.221874395
YPR187W	0.187222855	YFR039C	0.221573027
YGR040W	0.186943822	YBR274W	0.221526304
YPL159C	0.18692024	YJR014W	0.221079178
YBR087W	0.186771437	YOR106W	0.220905312
YNL326C	0.18610795	YPR168W	0.220085283
YDR405W	0.185814228	YPR103W	0.220082737
YIL019W	0.185749814	YHR147C	0.220055667
YJR111C	0.185647762	YDR075W	0.219891905
YIL112W	0.185523008	YBR256C	0.218978724
YNL053W	0.185243793	YMR156C	0.21849587
YOR281C	0.184749317	YOR261C	0.218113672
YJL065C	0.18472317	YOR021C	0.217525168
YOR274W	0.183983828	YOR353C	0.217298307
YGR200C	0.183664681	YER068W	0.216396996
YMR195W	0.183559146	YPL162C	0.216368246
YOL146W	0.183320593	YCL025C	0.216152606
YBR213W	0.18301649	YML052W	0.215348518
YDR049W	0.18286137	YLR017W	0.215315691
YNL022C	0.182559705	YCL033C	0.214996605
YLR196W	0.182382707	YIL110W	0.214114294
YFL023W	0.182222223	YNR075W	0.213489018
YLR220W	0.182207444	YNL131W	0.213383324
YLR215C	0.182081146	YIL076W	0.212869481
YGR122W	0.182062691	YNL214W	0.212141127
YJR089W	0.181816197	YJR021C	0.211559695
YIL044C	0.181652484	YLR132C	0.211371604
YIL035C	0.181614289	YPL255W	0.210724954
YCR012W	0.181129545	YOR238W	0.210293426
YIR017C	0.181087602	YDR079W	0.210203624
YNL323W	0.180988864	YBL039W-B	0.210034745
YIL117C	0.180881748	YDL080C	0.208479687
YDR013W	0.180430578	YPR004C	0.208289351
YLR073C	0.180423293	YPR051W	0.207819579
YNL275W	0.179724062	YBR254C	0.207556321
YML023C	0.179638027	YPL173W	0.206810238
YML034W	0.179497963	YDR091C	0.205682786
YLR451W	0.179078538	YPL088W	0.20561531
YDR068W	0.179053062	YNL148C	0.205435074
YNL062C	0.178225653	YLR043C	0.204669064
YKR025W	0.178112307	YJL085W	0.204355672
YOR259C	0.178081937	YDL092W	0.203455173
YFR036W	0.17775714	YGR001C	0.203123818
YDR243C	0.177660701	YGR095C	0.202902237
YKL024C	0.177416716	YOR054C	0.202899897
YJL199C	0.176215066	YDR014W	0.20270033
YJL050W	0.17607762	YDR296W	0.202498276
YNL155W	0.175787088	YDL013W	0.201634991
YKR063C	0.175742456	YGL038C	0.200929857
YGL100W	0.175348526	YER047C	0.200413021
YNR029C	0.175292198	YHR151C	0.200318791
YER014W	0.175007845	YJR088C	0.1998952
YDR525W-A	0.174140975	YDR412W	0.199815217
YIL091C	0.17346444	YLR275W	0.199688575
YDL200C	0.173146339	YPR037C	0.199551465
YOL094C	0.172970752	YJL001W	0.198921184
YDL213C	0.172899826	YMR132C	0.198623297
YJR058C	0.172556232	YDR073W	0.198312939
YOL112W	0.172392682	YOL094C	0.198179463
YGL242C	0.172237839	YOL033W	0.196955316
YDR032C	0.172189708	YDR383C	0.196095939
YJL098W	0.172118094	YCR043C	0.195948901
YER147C	0.172103062	YCL031C	0.195802873
YFR002W	0.171637993	YDR465C	0.19575439
YJL085W	0.171438085	YOR176W	0.195613838
YPR101W	0.171185144	YNL072W	0.19543624
YBR278W	0.171079117	YNL001W	0.195358617
YGL016W	0.170961205	YJR111C	0.195186329
YLR292C	0.170957829	YLR145W	0.195180745
YPR047W	0.170895698	YOL152W	0.194971748
YOL147C	0.170537349	YGL044C	0.194404417
YKL209C	0.169918073	YLR321C	0.194026268
YOR164C	0.16901531	YGL107C	0.193664375
YDR022C	0.168956246	YOR150W	0.19350227
YMR293C	0.168640873	YJL097W	0.193127798
YDR468C	0.168476878	YHR046C	0.192257798
YNL246W	0.168319818	YLR021W	0.191959487
YDL179W	0.167925214	YPR098C	0.191941846
YLL002W	0.16783299	YPR143W	0.191663499
YDR152W	0.167520527	YDR098C	0.190624078
YGL099W	0.167392087	YER134C	0.190442805
YKL143W	0.167206191	YDR415C	0.190178219
YER094C	0.167070244	YJL165C	0.189731591
YJL010C	0.166348636	YOR040W	0.189544728
YDR181C	0.166246206	YFR052W	0.189326189
YLR409C	0.165963221	YDR515W	0.188513556
YGR262C	0.165840932	YHR132W-A	0.188408308
YFR050C	0.16555244	YER147C	0.188008005
YGL032C	0.165230499	YHR162W	0.187318007
YPL002C	0.165200301	YPL051W	0.186935135
YKL042W	0.164944202	YGR247W	0.186930225
YOL056W	0.164545692	YIL065C	0.186699277
YMR096W	0.164373622	YDR475C	0.186630865
YGR089W	0.163787498	YPR057W	0.186382567
YMR059W	0.162374771	YDR444W	0.18617402
YPR056W	0.160913801	YMR022W	0.185482982
YKL021C	0.16048201	YCL001W	0.185207301
YFR052W	0.159731837	YER148W	0.184945407
YHR142W	0.15943245	YMR140W	0.184918525
YMR316W	0.158996282	YBR185C	0.184867351
YGR086C	0.158911002	YPR071W	0.184395075
YGL141W	0.158653659	YJR050W	0.184394876
YGR006W	0.158645987	YHR062C	0.184080423
YNL027W	0.158454744	YHR142W	0.183432198
YOL143C	0.158093982	YOR280C	0.182841007
YDR296W	0.158039422	YDR391C	0.18260608
YBL025W	0.157915245	YDR137W	0.18121581
YOR327C	0.157911879	YPL191C	0.180192333
YHR134W	0.15716504	YBR060C	0.180089227
YNR008W	0.157103067	YLR057W	0.179596025
YNL038W	0.156738402	YKL024C	0.179121506
YML005W	0.15486489	YDR152W	0.178456668
YER157W	0.154192181	YML129C	0.177853201
YJL133W	0.154136999	YDR379C-A	0.176911718
YGR091W	0.154046354	YDR428C	0.176345087
YOR249C	0.153729195	YGL163C	0.176339209
YDR484W	0.153595198	YGR048W	0.175385301
YER124C	0.153392219	YKL090W	0.175292075
YGR123C	0.152710464	YDL088C	0.17528959
YGR155W	0.152605871	YDR006C	0.174973508
YKL063C	0.152415354	YOL064C	0.173155547
YOL082W	0.15224227	YNL040W	0.173014006
YER171W	0.152067409	YLR245C	0.17266373
YIL014W	0.151866803	YDR026C	0.172270421
YGR229C	0.151752911	YKL141W	0.171991631
YER035W	0.151532887	YDR208W	0.171660228
YMR026C	0.151317256	YDR192C	0.17149699
YLR007W	0.151084075	YDR381C-A	0.170959554
YDL067C	0.150987288	YFR036W	0.170214416
YJL060W	0.150796752	YFR041C	0.170013239
YKL056C	0.150623826	YNL160W	0.169775732
YFR004W	0.150600632	YGL086W	0.169770266
YKL003C	0.150216946	YOL088C	0.169717553
YFL029C	0.149730838	YKL018W	0.168703198
YML112W	0.14971317	YML001W	0.168469023
YLR438C-A	0.147780467	YOR271C	0.168186015
YIL063C	0.147522238	YMR113W	0.166593907
YPR128C	0.147225222	YLR082C	0.165683912
YMR297W	0.147070651	YPL241C	0.165296003
YOR153W	0.146540318	YBR154C	0.164670072
YOL077C	0.146361248	YLR023C	0.164169047
YOR125C	0.145436221	YLR128W	0.163935215
YOR163W	0.14494241	YGR046W	0.163204368
YAL034W-A	0.142643664	YLR098C	0.162990709
YDR234W	0.142602745	YGR104C	0.162788674
YNR028W	0.142432706	YLR451W	0.161988855
YNL317W	0.141508254	YNR041C	0.161430578
YKL160W	0.141398086	YIL009C-A	0.161222494
YPR133C	0.141072652	YBR210W	0.161211973
YDL176W	0.140932769	YPL140C	0.16061402
YGR047C	0.140928342	YDR248C	0.159798526
YPL188W	0.140784649	YOL146W	0.159697147
YKL219W	0.140257328	YHR175W	0.159322473
YLR271W	0.140119497	YBR088C	0.158356656
YNL206C	0.140039164	YJR074W	0.158308169
YKL154W	0.139402177	YDR279W	0.157819257
YBR254C	0.13933941	YDR399W	0.157483195
YKL018W	0.139239832	YAR015W	0.157281151
YDR023W	0.139163914	YJR044C	0.156453831
YGL119W	0.138699518	YDR280W	0.156078792
YDR026C	0.138414569	YGL106W	0.155665062
YKL048C	0.137851553	YBR261C	0.154730936
YNL215W	0.137702565	YGR089W	0.154454289
YOL076W	0.136993872	YGL128C	0.154395269
YEL020W-A	0.136581057	YJR096W	0.153931399
YDR072C	0.136306462	YIL049W	0.15379855
YAL015C	0.135525927	YIL001W	0.153749642
YPL266W	0.135209894	YER094C	0.153262617
YPR098C	0.135175264	YHR105W	0.153122139
YBL031W	0.135107515	YNL129W	0.153109994
YOL096C	0.134468334	YNL022C	0.152839613
YBR095C	0.134453072	YNR032C-A	0.152304308
YGR179C	0.134427696	YML011C	0.152184598
YGL030W	0.134385562	YOL042W	0.152133343
YGR026W	0.134006609	YLL036C	0.15165403
YDR058C	0.133999602	YGL210W	0.151173371
YOR234C	0.13395933	YHR116W	0.150820074
YPL059W	0.133799425	YML097C	0.15059675
YOR036W	0.133559429	YBR007C	0.150402285
YLR439W	0.13346755	YIL098C	0.150002007
YKL047W	0.132997665	YOR298C-A	0.149679681
YGR068C	0.132498644	YDL173W	0.149584943
YLR170C	0.132319534	YKL214C	0.149214239
YMR234W	0.13231525	YHR091C	0.148493129
YCL005W	0.132146689	YJL134W	0.148058532
YPL124W	0.131785253	YMR281W	0.147935295
YDR331W	0.131060292	YPL124W	0.147503899
YPL207W	0.130936566	YKL166C	0.146898655
YDR071C	0.130769205	YDL240W	0.146441512
YHR039C-A	0.130545565	YBR255W	0.146404271
YIR035C	0.130267758	YGL154C	0.146086708
YGL159W	0.130223491	YLR225C	0.145489854
YOR108W	0.130119033	YKR101W	0.144898397
YLR257W	0.128356198	YPR062W	0.14485811
YMR268C	0.128351758	YDR111C	0.143543482
YER068W	0.128298312	YDR175C	0.142973719
YKL164C	0.128160272	YBR230C	0.142909968
YMR285C	0.127475478	YDL212W	0.142128845
YFR005C	0.12747118	YNL218W	0.141951505
YGR177C	0.127113015	YNL290W	0.140903643
YIR015W	0.126805151	YGR092W	0.140438002
YGL058W	0.126345282	YMR319C	0.140382101
YIL085C	0.126030878	YBR230W-A	0.139870749
YGR048W	0.125942993	YPR165W	0.139110742
YOR294W	0.125837634	YPR119W	0.138996432
YBR035C	0.125440296	YPL112C	0.138961349
YBR014C	0.125432599	YLR170C	0.138893685
YKL074C	0.125194184	YOL102C	0.13778335
YPL193W	0.124940741	YPR101W	0.136997108
YGL115W	0.124488542	YMR150C	0.136018905
YDL167C	0.123986616	YKR080W	0.135385125
YLL008W	0.123637364	YML058W	0.134934101
YGL210W	0.123250255	YNL168C	0.134728485
YDR464W	0.123242514	YGR207C	0.134582387
YHR081W	0.123159923	YPR100W	0.134115272
YBR111C	0.123116231	YLR268W	0.13379655
YPR018W	0.122800437	YJL193W	0.133758679
YBR013C	0.122251017	YIL051C	0.133684606
YLL004W	0.12221393	YFL038C	0.133402991
YOR358W	0.122109894	YBL092W	0.13315485
YJR142W	0.121494306	YNL004W	0.132985885
YDR033W	0.12115566	YML092C	0.132479853
YKR090W	0.120458237	YOL052C	0.132169677
YGR058W	0.120340796	YMR102C	0.131914416
YGR216C	0.120318625	YLR351C	0.131445658
YMR204C	0.120145376	YCL035C	0.130530824
YIL145C	0.120026898	YDR319C	0.130501038
YLL061W	0.12001257	YBR043C	0.13019804
YGL028C	0.11998313	YDR007W	0.129719995
YNL265C	0.119968968	YAL015C	0.129527722
YNL185C	0.119954981	YMR274C	0.12927102
YLR146W-A	0.11937876	YER074W-A	0.128382032
YPL072W	0.119372742	YLR025W	0.128106273
YIL116W	0.118295946	YKL206C	0.127370632
YIL015W	0.118218623	YFR050C	0.127056058
YPL046C	0.118184694	YML079W	0.127053017
YDR287W	0.117643822	YMR035W	0.126876143
YPR139C	0.117557043	YHR121W	0.125732142
YGR194C	0.11736784	YGR135W	0.125706877
YER177W	0.117103318	YKL179C	0.125255663
YLL006W	0.116014189	YBL006C	0.124445835
YHR091C	0.115798929	YCL059C	0.123771897
YBR007C	0.115684167	YOL111C	0.123683947
YDL051W	0.114977776	YDR013W	0.123335966
YDL198C	0.114799322	YKL150W	0.12288615
YOR310C	0.114564311	YFR027W	0.122383983
YDR454C	0.114266194	YJR084W	0.122202046
YMR147W	0.113898246	YKR016W	0.122139272
YGR005C	0.113847367	YHR026W	0.121779955
YLR017W	0.113786888	YCR076C	0.120554065
YNL261W	0.113733372	YDR268W	0.120298514
YCL032W	0.113325724	YER053C	0.120161561
YGR264C	0.113324962	YHL013C	0.119850827
YPR060C	0.113016365	YDR161W	0.119511657
YJR049C	0.112947016	YDL006W	0.118986802
YNL216W	0.11221557	YLR449W	0.118782203
YBR246W	0.111133297	YDR087C	0.118663443
YGR232W	0.111015562	YOL013C	0.118217373
YPL199C	0.111005184	YMR178W	0.118117862
YPR135W	0.11097904	YDR052C	0.117398399
YFR055W	0.110582553	YKR020W	0.117373859
YDR538W	0.110390325	YDL042C	0.11702362
YDR163W	0.110107456	YPL046C	0.116382475
YER161C	0.109961748	YOR157C	0.116292428
YFL034C-B	0.109915093	YOR039W	0.116213535
YOR215C	0.109751896	YKR027W	0.11564521
YER012W	0.109746463	YAL049C	0.115644647
YLR456W	0.109284568	YKL190W	0.115542186
YPL068C	0.109272968	YDR059C	0.115396457
YBR130C	0.108985587	YHR061C	0.11502383
YER007C-A	0.108915256	YHR069C	0.114935888
YEL038W	0.108764125	YMR286W	0.11478147
YJR080C	0.10862013	YHR050W	0.114626766
YNR049C	0.108503537	YPL177C	0.11443603
YER028C	0.107883861	YLR136C	0.114147459
YDR146C	0.107741442	YDR032C	0.112848079
YDR390C	0.107727791	YKL196C	0.112470652
YBR131W	0.107549452	YIL151C	0.112310208
YOR095C	0.107390097	YLR433C	0.112125576
YLR340W	0.107177431	YPL066W	0.111841935
YNL227C	0.10697693	YBR109C	0.111822883
YAL014C	0.10677338	YOR244W	0.111390126
YCR035C	0.106651054	YER007C-A	0.111126611
YBR233W	0.106235345	YLR191W	0.110643075
YHR122W	0.10616056	YLR262C	0.110597232
YOR298C-A	0.105874072	YKL142W	0.110423383
YPL001W	0.105828041	YER010C	0.109936237
YNL292W	0.105662507	YIL094C	0.109894564
YML065W	0.105595035	YBL091C-A	0.109889441
YGR172C	0.105340324	YPL212C	0.109612694
YPR073C	0.105312043	YCR009C	0.107847389
YJR021C	0.104609955	YBR257W	0.107448362
YER087C-B	0.104269699	YPR188C	0.10735258
YKL172W	0.104155867	YIL010W	0.106869878
YGL114W	0.104155228	YMR036C	0.106829756
YDL007W	0.10341563	YPR056W	0.105927187
YLR295C	0.103352157	YOL093W	0.105470836
YGR129W	0.103214216	YGR036C	0.105151956
YNL078W	0.103069811	YMR213W	0.105121686
YIL051C	0.102837501	YLR438C-A	0.104803296
YOR350C	0.10268418	YPR028W	0.10469757
YKL114C	0.102253268	YPR021C	0.104190013
YKL142W	0.102101588	YBR288C	0.104040189
YDL021W	0.101694905	YCR090C	0.103877548
YJR086W	0.101458918	YJR089W	0.103630251
YMR289W	0.101377926	YDR092W	0.103578064
YJR002W	0.101368056	YPR013C	0.102898816
YJL099W	0.101049309	YPR079W	0.102545227
YDR318W	0.100800119	YDR527W	0.102072735
YHL009C	0.10050775	YOR285W	0.101622639
YLR018C	0.100349706	YJL173C	0.100780509
YKL008C	0.100128958	YOL044W	0.100653588
YBL046W	0.100113297	YOL136C	0.100598311
YCR027C	0.099497209	YPL232W	0.100544937
YOR158W	0.099290731	YKL195W	0.100331882
YDR175C	0.099002463	YER177W	0.100216437
YOL064C	0.098617759	YKL084W	0.100150891
YBL091C-A	0.098366875	YDL001W	0.10000373
YMR043W	0.098179894	YHR131C	0.099755493
YDL142C	0.09814444	YPR010C-A	0.099675301
YKR086W	0.098136241	YKL149C	0.09964768
YKL166C	0.097702981	YML064C	0.09961102
YJL184W	0.097684494	YHR049W	0.099574941
YPR079W	0.097548042	YDL074C	0.097975923
YDR416W	0.097534043	YDR315C	0.097748726
YJR099W	0.096923833	YDR328C	0.09708387
YGR286C	0.095914176	YNL076W	0.095759366
YER182W	0.095557603	YOR075W	0.095618715
YPR180W	0.094505482	YGL126W	0.095424706
YNL248C	0.094424162	YDR228C	0.095238519
YDR361C	0.094422285	YOR174W	0.094549018
YGL094C	0.094314008	YDL122W	0.094274879
YNL096C	0.094284997	YGR232W	0.093288208
YDL212W	0.094098789	YNL002C	0.093198385
YOR213C	0.093982371	YPL254W	0.093171493
YDR307W	0.093472962	YMR297W	0.09303135
YGL231C	0.093303654	YNL100W	0.093025236
YPR065W	0.093030958	YML022W	0.092895759
YML041C	0.092840008	YHL004W	0.092840699
YNL159C	0.092671458	YGR253C	0.092602115
YDR119W	0.092630851	YJL146W	0.092376732
YGR007W	0.092505128	YDR062W	0.091809741
YDR462W	0.092278927	YDR471W	0.091773306
YMR022W	0.091580081	YLR293C	0.091521249
YLR440C	0.091181917	YIL117C	0.091493336
YPL075W	0.090074632	YKL007W	0.091039652
YNL294C	0.089637936	YBR028C	0.090102566
YIR026C	0.089316624	YKR083C	0.089916442
YJR130C	0.089185529	YNL063W	0.089886225
YPL177C	0.087583166	YDR372C	0.089727797
YOR058C	0.087083086	YNL103W	0.08965048
YPL120W	0.08692606	YPL103C	0.087803577
YGR038W	0.086666546	YFL029C	0.087481919
YAR027W	0.08625707	YPR191W	0.087236431
YOR230W	0.086180165	YBL089W	0.087031386
YHL003C	0.085665787	YJL129C	0.086471924
YBR227C	0.085411346	YOR081C	0.086093572
YHR132W-A	0.085282389	YMR119W	0.086017415
YNL083W	0.085259896	YER123W	0.085434275
YDR352W	0.085027855	YKR078W	0.084673102
YHR024C	0.084909485	YDR503C	0.084347957
YML088W	0.084901279	YML005W	0.083338973
YER170W	0.084630356	YBL059W	0.083134332
YHR170W	0.084233029	YDR353W	0.082739729
YNL180C	0.083202363	YOR091W	0.082549038
YNL168C	0.08317614	YDL205C	0.082249311
YMR282C	0.082850853	YDR367W	0.082112638
YGL256W	0.082737274	YPR008W	0.081809567
YBL057C	0.082433361	YDL216C	0.081235559
YDR338C	0.081725456	YJL174W	0.080294489
YPL210C	0.081638959	YGL020C	0.08023836
YOL006C	0.081549973	YMR193W	0.080023362
YHR109W	0.08150452	YNL208W	0.07921238
YPL139C	0.080963888	YPL003W	0.079065466
YMR213W	0.080947032	YGR208W	0.078625965
YOR224C	0.080501594	YPR133C	0.078405122
YOR103C	0.080301442	YLR183C	0.078011608
YOL083W	0.079796561	YFR055W	0.077750051
YLR109W	0.07974753	YAL034W-A	0.077691256
YPR162C	0.079604529	YHR193C	0.077590679
YDR419W	0.079343673	YPR178W	0.076818814
YBR044C	0.079320041	YIR038C	0.076794499
YDR138W	0.079252487	YNL199C	0.076780475
YOL116W	0.079030183	YKL098W	0.076048394
YDL099W	0.07861681	YMR060C	0.075798857
YPR172W	0.07832966	YFR042W	0.075545002
YPL151C	0.078160063	YPR162C	0.073100215
YMR227C	0.078075218	YGL011C	0.072877815
YOR233W	0.077975016	YNL080C	0.072750057
YJL186W	0.077891207	YNL027W	0.072737675
YJL036W	0.077869797	YKL207W	0.072492084
YOR046C	0.077569163	YPR120C	0.072144889
YGR162W	0.077533939	YML018C	0.07199185
YPL029W	0.077494034	YPL214C	0.071568242
YML105C	0.077340556	YDR272W	0.071286451
YHR113W	0.077132231	YGR027C	0.070842495
YEL015W	0.076375271	YKL074C	0.07008321
YHR147C	0.076341305	YNL246W	0.06973018
YNL233W	0.07523176	YKL174C	0.069205287
YNL288W	0.075221516	YGR040W	0.068984101
YDL217C	0.075153567	YDL115C	0.068974148
YKL174C	0.074863219	YOR216C	0.067998069
YBL038W	0.074531659	YJR070C	0.067936038
YPR131C	0.074188106	YGR235C	0.067257985
YGR202C	0.073891129	YIL035C	0.066879402
YNL224C	0.07376567	YPR155C	0.066796139
YIL064W	0.073447351	YGL002W	0.066135345
YDR262W	0.073250577	YDR233C	0.065895624
YDR492W	0.072825755	YDR364C	0.065786653
YGR235C	0.072745819	YDR484W	0.065571802
YNL290W	0.072455657	YHR089C	0.065396333
YDR427W	0.072238036	YNL316C	0.065358793
YPL082C	0.072137053	YGL003C	0.065111807
YMR312W	0.07174745	YOR196C	0.065083015
YNL052W	0.071690641	YLR109W	0.064987622
YBR069C	0.071641072	YGL025C	0.064787484
YBR269C	0.071080449	YER044C	0.064718812
YJL218W	0.069976666	YHR201C	0.064346123
YKL189W	0.069733968	YGL153W	0.06434493
YLR153C	0.069654941	YIL002C	0.064209079
YGR062C	0.069550711	YKL108W	0.06417063
YOL017W	0.069439409	YFL005W	0.063024273
YBL039W-B	0.069058354	YNL107W	0.062375005
YBR070C	0.068922395	YBR055C	0.061644153
YOL034W	0.068888247	YNL166C	0.061062575
YDR328C	0.068804606	YLR066W	0.060986303
YPL071C	0.068621722	YLR181C	0.060980971
YLR180W	0.0683295	YLR290C	0.060834796
YDR142C	0.068120362	YOR022C	0.060598075
YNL240C	0.06768056	YBL018C	0.060206458
YIR001C	0.067551557	YDR196C	0.05984285
YBR268W	0.067330611	YPL092W	0.059573966
YGR001C	0.066868221	YHR012W	0.059217687
YDR105C	0.066688676	YDR494W	0.059111525
